timestamp,drone_name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0.020,Drone 0,30.000000,0.019598,30.000000,0.000000,0.979885,0.000000
0.040,Drone 0,30.000000,0.044731,30.000000,0.000000,1.256642,0.000000
0.060,Drone 0,30.000010,0.074798,30.000000,0.000000,1.503357,0.000000
0.080,Drone 0,30.000020,0.109272,30.000010,-0.000106,1.723722,-0.000054
0.100,Drone 0,30.000030,0.147692,30.000020,-0.000471,1.920961,-0.000244
0.120,Drone 0,30.000050,0.189650,30.000020,-0.001268,2.097895,-0.000656
0.140,Drone 0,30.000040,0.234789,30.000020,-0.002664,2.256990,-0.001379
0.160,Drone 0,30.000010,0.282797,30.000010,-0.004819,2.400402,-0.002493
0.180,Drone 0,29.999930,0.333399,29.999960,-0.007876,2.530020,-0.004068
0.200,Drone 0,29.999780,0.386352,29.999880,-0.011960,2.647497,-0.006169
0.220,Drone 0,29.999540,0.441441,29.999750,-0.017185,2.754277,-0.008849
0.240,Drone 0,29.999170,0.498476,29.999570,-0.023647,2.851627,-0.012153
0.260,Drone 0,29.998660,0.557292,29.999310,-0.031428,2.940653,-0.016119
0.280,Drone 0,29.997980,0.617742,29.998950,-0.040600,3.022324,-0.020778
0.300,Drone 0,29.997090,0.679699,29.998500,-0.051222,3.097484,-0.026155
0.320,Drone 0,29.995970,0.743045,29.997930,-0.063344,3.166871,-0.032268
0.340,Drone 0,29.994580,0.807680,29.997210,-0.077003,3.231129,-0.039131
0.360,Drone 0,29.992880,0.873509,29.996350,-0.092230,3.290817,-0.046750
0.380,Drone 0,29.990850,0.940450,29.995320,-0.109043,3.346419,-0.055130
0.400,Drone 0,29.988460,1.008431,29.994110,-0.127453,3.398355,-0.064266
0.420,Drone 0,29.985670,1.077384,29.992700,-0.147460,3.446987,-0.074151
0.440,Drone 0,29.982440,1.147253,29.991080,-0.169056,3.492627,-0.084773
0.460,Drone 0,29.978760,1.217982,29.989230,-0.192222,3.535540,-0.096114
0.480,Drone 0,29.974570,1.289522,29.987130,-0.216932,3.575955,-0.108152
0.500,Drone 0,29.969860,1.361826,29.984790,-0.243147,3.614063,-0.120859
0.520,Drone 0,29.964590,1.434850,29.982170,-0.270822,3.650028,-0.134204
0.540,Drone 0,29.958740,1.508552,29.979270,-0.299902,3.683986,-0.148150
0.560,Drone 0,29.952270,1.582895,29.976070,-0.330324,3.716053,-0.162658
0.580,Drone 0,29.945170,1.657842,29.972570,-0.362016,3.746324,-0.177683
0.600,Drone 0,29.937400,1.733361,29.968760,-0.394898,3.774881,-0.193177
0.620,Drone 0,29.928940,1.809418,29.964630,-0.428884,3.801791,-0.209090
0.640,Drone 0,29.919780,1.885982,29.960170,-0.463882,3.827111,-0.225368
0.660,Drone 0,29.909890,1.963021,29.955370,-0.499792,3.850891,-0.241954
0.680,Drone 0,29.899260,2.040505,29.950220,-0.536512,3.873175,-0.258790
0.700,Drone 0,29.887870,2.118403,29.944730,-0.573935,3.894001,-0.275816
0.720,Drone 0,29.875710,2.196687,29.938900,-0.611949,3.913408,-0.292971
0.740,Drone 0,29.862770,2.275329,29.932710,-0.650442,3.931430,-0.310193
0.760,Drone 0,29.849050,2.354302,29.926180,-0.689300,3.948104,-0.327420
0.780,Drone 0,29.834530,2.433582,29.919290,-0.728408,3.963467,-0.344590
0.800,Drone 0,29.819220,2.513141,29.912060,-0.767651,3.977558,-0.361640
0.820,Drone 0,29.803120,2.592955,29.904490,-0.806915,3.990418,-0.378512
0.840,Drone 0,29.786220,2.673001,29.896580,-0.846088,4.002092,-0.395144
0.860,Drone 0,29.768530,2.753254,29.888330,-0.885061,4.012626,-0.411480
0.880,Drone 0,29.750060,2.833694,29.879760,-0.923727,4.022070,-0.427463
0.900,Drone 0,29.730810,2.914299,29.870870,-0.961982,4.030478,-0.443039
0.920,Drone 0,29.710790,2.995052,29.861670,-0.999727,4.037904,-0.458156
0.940,Drone 0,29.690030,3.075932,29.852180,-1.036867,4.044408,-0.472765
0.960,Drone 0,29.668530,3.156924,29.842410,-1.073312,4.050049,-0.486820
0.980,Drone 0,29.646300,3.238010,29.832350,-1.108977,4.054887,-0.500276
1.000,Drone 0,29.623370,3.319175,29.822040,-1.143781,4.058985,-0.513092
1.020,Drone 0,29.599760,3.400408,29.811480,-1.177649,4.062403,-0.525229
1.040,Drone 0,29.575480,3.481694,29.800680,-1.210514,4.065202,-0.536653
1.060,Drone 0,29.550550,3.563024,29.789670,-1.242311,4.067441,-0.547330
1.080,Drone 0,29.525010,3.644389,29.778460,-1.272982,4.069176,-0.557233
1.100,Drone 0,29.498870,3.725779,29.767060,-1.302478,4.070460,-0.566334
1.120,Drone 0,29.472150,3.807188,29.755500,-1.330752,4.071341,-0.574612
1.140,Drone 0,29.444890,3.888607,29.743780,-1.357765,4.071862,-0.582047
1.160,Drone 0,29.417120,3.970029,29.731930,-1.383484,4.072062,-0.588622
1.180,Drone 0,29.388850,4.051449,29.719960,-1.407884,4.071972,-0.594326
1.200,Drone 0,29.360120,4.132862,29.707900,-1.430944,4.071619,-0.599151
1.220,Drone 0,29.330950,4.214262,29.695750,-1.452651,4.071020,-0.603089
1.240,Drone 0,29.301380,4.295647,29.683540,-1.472999,4.070185,-0.606141
1.260,Drone 0,29.271420,4.377012,29.671290,-1.491989,4.069118,-0.608309
1.280,Drone 0,29.241110,4.458354,29.659010,-1.509627,4.067814,-0.609599
1.300,Drone 0,29.210470,4.539665,29.646730,-1.525927,4.066262,-0.610022
1.320,Drone 0,29.179530,4.620942,29.634450,-1.540912,4.064442,-0.609592
1.340,Drone 0,29.148330,4.702178,29.622210,-1.554608,4.062328,-0.608327
1.360,Drone 0,29.116880,4.783365,29.610010,-1.567052,4.059888,-0.606251
1.380,Drone 0,29.085220,4.864496,29.597860,-1.578283,4.057082,-0.603388
1.400,Drone 0,29.053350,4.945564,29.585790,-1.588351,4.053868,-0.599769
1.420,Drone 0,29.021310,5.026559,29.573810,-1.597308,4.050199,-0.595427
1.440,Drone 0,28.989120,5.107471,29.561930,-1.605215,4.046022,-0.590401
1.460,Drone 0,28.956790,5.188292,29.550170,-1.612136,4.041285,-0.584729
1.480,Drone 0,28.924350,5.269006,29.538540,-1.618141,4.035933,-0.578455
1.500,Drone 0,28.891820,5.349601,29.527050,-1.623304,4.029910,-0.571625
1.520,Drone 0,28.859200,5.430062,29.515710,-1.627703,4.023161,-0.564286
1.540,Drone 0,28.826520,5.510374,29.504540,-1.631417,4.015634,-0.556489
1.560,Drone 0,28.793780,5.590518,29.493530,-1.634530,4.007276,-0.548285
1.580,Drone 0,28.761000,5.670477,29.482700,-1.637127,3.998039,-0.539726
1.600,Drone 0,28.728190,5.750234,29.472040,-1.639293,3.987878,-0.530866
1.620,Drone 0,28.695350,5.829768,29.461580,-1.641113,3.976756,-0.521758
1.640,Drone 0,28.662490,5.909061,29.451300,-1.642673,3.964637,-0.512455
1.660,Drone 0,28.629600,5.988092,29.441220,-1.644057,3.951491,-0.503010
1.680,Drone 0,28.596700,6.066839,29.431340,-1.645348,3.937296,-0.493475
1.700,Drone 0,28.563780,6.145280,29.421650,-1.646626,3.922035,-0.483900
1.720,Drone 0,28.530840,6.223396,29.412160,-1.647969,3.905698,-0.474334
1.740,Drone 0,28.497880,6.301163,29.402870,-1.649450,3.888279,-0.464825
1.760,Drone 0,28.464900,6.378560,29.393760,-1.651140,3.869780,-0.455417
1.780,Drone 0,28.431880,6.455566,29.384850,-1.653106,3.850209,-0.446154
1.800,Drone 0,28.398830,6.532161,29.376130,-1.655410,3.829579,-0.437075
1.820,Drone 0,28.365730,6.608324,29.367580,-1.658109,3.807909,-0.428218
1.840,Drone 0,28.332570,6.684033,29.359210,-1.661256,3.785220,-0.419618
1.860,Drone 0,28.299340,6.759269,29.351010,-1.664900,3.761542,-0.411308
1.880,Drone 0,28.266030,6.834012,29.342970,-1.669082,3.736905,-0.403315
1.900,Drone 0,28.232630,6.908244,29.335090,-1.673840,3.711343,-0.395666
1.920,Drone 0,28.199130,6.981947,29.327360,-1.679207,3.684895,-0.388384
1.940,Drone 0,28.165510,7.055105,29.319770,-1.685210,3.657599,-0.381489
1.960,Drone 0,28.131770,7.127702,29.312310,-1.691870,3.629498,-0.374998
1.980,Drone 0,28.097880,7.199722,29.304980,-1.699205,3.600633,-0.368924
2.000,Drone 0,28.063830,7.271152,29.297760,-1.707225,3.571047,-0.363279
2.020,Drone 0,28.029610,7.341978,29.290640,-1.715939,3.540785,-0.358071
2.040,Drone 0,27.995200,7.412187,29.283620,-1.725347,3.509888,-0.353304
2.060,Drone 0,27.960590,7.481767,29.276690,-1.735447,3.478401,-0.348982
2.080,Drone 0,27.925760,7.550706,29.269830,-1.746231,3.446366,-0.345103
2.100,Drone 0,27.890690,7.618994,29.263040,-1.757687,3.413824,-0.341664
2.120,Drone 0,27.855390,7.686621,29.256320,-1.769798,3.380815,-0.338659
2.140,Drone 0,27.819820,7.753579,29.249650,-1.782544,3.347378,-0.336080
2.160,Drone 0,27.783990,7.819860,29.243020,-1.795901,3.313553,-0.333915
2.180,Drone 0,27.747880,7.885458,29.236420,-1.809840,3.279374,-0.332152
2.200,Drone 0,27.711470,7.950366,29.229850,-1.824330,3.244879,-0.330776
2.220,Drone 0,27.674760,8.014580,29.223300,-1.839337,3.210102,-0.329767
2.240,Drone 0,27.637730,8.078093,29.216750,-1.854822,3.175075,-0.329107
2.260,Drone 0,27.600380,8.140901,29.210210,-1.870748,3.139832,-0.328775
2.280,Drone 0,27.562700,8.202999,29.203670,-1.887071,3.104403,-0.328746
2.300,Drone 0,27.524680,8.264385,29.197120,-1.903747,3.068820,-0.328997
2.320,Drone 0,27.486320,8.325056,29.190560,-1.920732,3.033112,-0.329501
2.340,Drone 0,27.447600,8.385009,29.183970,-1.937979,2.997308,-0.330232
2.360,Drone 0,27.408530,8.444243,29.177370,-1.955441,2.961437,-0.331160
2.380,Drone 0,27.369090,8.502759,29.170750,-1.973069,2.925526,-0.332258
2.400,Drone 0,27.329300,8.560555,29.164090,-1.990816,2.889602,-0.333495
2.420,Drone 0,27.289150,8.617631,29.157410,-2.008633,2.853693,-0.334842
2.440,Drone 0,27.248630,8.673989,29.150690,-2.026474,2.817822,-0.336268
2.460,Drone 0,27.207760,8.729630,29.143950,-2.044291,2.782016,-0.337743
2.480,Drone 0,27.166520,8.784557,29.137160,-2.062039,2.746298,-0.339238
2.500,Drone 0,27.124920,8.838771,29.130340,-2.079673,2.710689,-0.340722
2.520,Drone 0,27.082970,8.892273,29.123490,-2.097150,2.675213,-0.342166
2.540,Drone 0,27.040670,8.945067,29.116610,-2.114429,2.639887,-0.343543
2.560,Drone 0,26.998020,8.997158,29.109690,-2.131470,2.604730,-0.344823
2.580,Drone 0,26.955030,9.048549,29.102750,-2.148236,2.569759,-0.345982
2.600,Drone 0,26.911710,9.099244,29.095790,-2.164691,2.534987,-0.346992
2.620,Drone 0,26.868060,9.149247,29.088820,-2.180802,2.500427,-0.347831
2.640,Drone 0,26.824090,9.198563,29.081820,-2.196540,2.466088,-0.348476
2.660,Drone 0,26.779810,9.247195,29.074820,-2.211876,2.431977,-0.348905
2.680,Drone 0,26.735230,9.295151,29.067810,-2.226785,2.398098,-0.349099
2.700,Drone 0,26.690360,9.342432,29.060790,-2.241245,2.364453,-0.349040
2.720,Drone 0,26.645210,9.389045,29.053780,-2.255236,2.331042,-0.348714
2.740,Drone 0,26.599790,9.434995,29.046780,-2.268742,2.297860,-0.348105
2.760,Drone 0,26.554100,9.480284,29.039800,-2.281749,2.264901,-0.347202
2.780,Drone 0,26.508160,9.524919,29.032840,-2.294245,2.232157,-0.345996
2.800,Drone 0,26.461990,9.568902,29.025910,-2.306222,2.199615,-0.344478
2.820,Drone 0,26.415580,9.612240,29.019010,-2.317675,2.167262,-0.342643
2.840,Drone 0,26.368950,9.654934,29.012160,-2.328601,2.135083,-0.340487
2.860,Drone 0,26.322110,9.696988,29.005360,-2.339001,2.103060,-0.338009
2.880,Drone 0,26.275080,9.738405,28.998620,-2.348876,2.071172,-0.335208
2.900,Drone 0,26.227860,9.779187,28.991940,-2.358231,2.039401,-0.332087
2.920,Drone 0,26.180470,9.819335,28.985330,-2.367074,2.007724,-0.328651
2.940,Drone 0,26.132910,9.858851,28.978790,-2.375414,1.976118,-0.324904
2.960,Drone 0,26.085200,9.897737,28.972340,-2.383261,1.944561,-0.320855
2.980,Drone 0,26.037340,9.935991,28.965970,-2.390631,1.913031,-0.316511
3.000,Drone 0,25.989340,9.973616,28.959690,-2.397536,1.881504,-0.311884
3.020,Drone 0,25.941220,10.010610,28.953510,-2.403993,1.849958,-0.306985
3.040,Drone 0,25.892970,10.046970,28.947440,-2.410020,1.818373,-0.301826
3.060,Drone 0,25.844620,10.082700,28.941470,-2.415635,1.786728,-0.296421
3.080,Drone 0,25.796160,10.117800,28.935630,-2.420856,1.755004,-0.290784
3.100,Drone 0,25.747610,10.152260,28.929900,-2.425705,1.723184,-0.284931
3.120,Drone 0,25.698970,10.186080,28.924300,-2.430202,1.691253,-0.278878
3.140,Drone 0,25.650250,10.219260,28.918820,-2.434366,1.659196,-0.272643
3.160,Drone 0,25.601460,10.251800,28.913470,-2.438219,1.627003,-0.266243
3.180,Drone 0,25.552600,10.283690,28.908250,-2.441780,1.594663,-0.259697
3.200,Drone 0,25.503680,10.314930,28.903170,-2.445071,1.562169,-0.253025
3.220,Drone 0,25.454690,10.345520,28.898230,-2.448112,1.529516,-0.246245
3.240,Drone 0,25.405660,10.375450,28.893430,-2.450921,1.496699,-0.239379
3.260,Drone 0,25.356570,10.404730,28.888770,-2.453517,1.463719,-0.232446
3.280,Drone 0,25.307430,10.433340,28.884240,-2.455919,1.430577,-0.225468
3.300,Drone 0,25.258260,10.461280,28.879870,-2.458144,1.397276,-0.218464
3.320,Drone 0,25.209040,10.488560,28.875630,-2.460209,1.363820,-0.211455
3.340,Drone 0,25.159780,10.515160,28.871540,-2.462130,1.330217,-0.204461
3.360,Drone 0,25.110490,10.541090,28.867590,-2.463921,1.296476,-0.197501
3.380,Drone 0,25.061170,10.566340,28.863780,-2.465596,1.262606,-0.190595
3.400,Drone 0,25.011830,10.590910,28.860120,-2.467169,1.228620,-0.183762
3.420,Drone 0,24.962450,10.614800,28.856580,-2.468652,1.194531,-0.177018
3.440,Drone 0,24.913040,10.638010,28.853180,-2.470056,1.160352,-0.170380
3.460,Drone 0,24.863620,10.660530,28.849920,-2.471390,1.126099,-0.163865
3.480,Drone 0,24.814160,10.682360,28.846780,-2.472666,1.091788,-0.157488
3.500,Drone 0,24.764680,10.703510,28.843770,-2.473890,1.057435,-0.151261
3.520,Drone 0,24.715180,10.723970,28.840880,-2.475071,1.023057,-0.145199
3.540,Drone 0,24.665650,10.743740,28.838110,-2.476217,0.988671,-0.139313
3.560,Drone 0,24.616100,10.762830,28.835460,-2.477331,0.954295,-0.133614
3.580,Drone 0,24.566540,10.781230,28.832920,-2.478421,0.919945,-0.128111
3.600,Drone 0,24.516940,10.798940,28.830490,-2.479491,0.885640,-0.122813
3.620,Drone 0,24.467330,10.815970,28.828160,-2.480544,0.851397,-0.117727
3.640,Drone 0,24.417700,10.832310,28.825930,-2.481585,0.817231,-0.112861
3.660,Drone 0,24.368050,10.847970,28.823790,-2.482616,0.783159,-0.108219
3.680,Drone 0,24.318380,10.862960,28.821740,-2.483639,0.749197,-0.103806
3.700,Drone 0,24.268690,10.877270,28.819780,-2.484655,0.715359,-0.099625
3.720,Drone 0,24.218980,10.890900,28.817890,-2.485668,0.681661,-0.095679
3.740,Drone 0,24.169250,10.903860,28.816080,-2.486676,0.648116,-0.091971
3.760,Drone 0,24.119490,10.916160,28.814340,-2.487682,0.614737,-0.088500
3.780,Drone 0,24.069720,10.927790,28.812660,-2.488685,0.581536,-0.085268
3.800,Drone 0,24.019930,10.938760,28.811040,-2.489685,0.548525,-0.082274
3.820,Drone 0,23.970110,10.949070,28.809480,-2.490682,0.515715,-0.079517
3.840,Drone 0,23.920280,10.958730,28.807970,-2.491676,0.483116,-0.076995
3.860,Drone 0,23.870420,10.967750,28.806510,-2.492666,0.450736,-0.074707
3.880,Drone 0,23.820550,10.976120,28.805080,-2.493652,0.418586,-0.072650
3.900,Drone 0,23.770650,10.983850,28.803690,-2.494632,0.386672,-0.070821
3.920,Drone 0,23.720740,10.990950,28.802340,-2.495606,0.355002,-0.069217
3.940,Drone 0,23.670810,10.997420,28.801010,-2.496573,0.323583,-0.067834
3.960,Drone 0,23.620860,11.003270,28.799700,-2.497532,0.292420,-0.066668
3.980,Drone 0,23.570890,11.008500,28.798410,-2.498482,0.261519,-0.065716
4.000,Drone 0,23.520900,11.013120,28.797140,-2.499421,0.230885,-0.064973
4.020,Drone 0,23.470890,11.017130,28.795870,-2.500350,0.200523,-0.064435
4.040,Drone 0,23.420860,11.020530,28.794620,-2.501267,0.170436,-0.064097
4.060,Drone 0,23.370820,11.023350,28.793360,-2.502171,0.140627,-0.063955
4.080,Drone 0,23.320750,11.025570,28.792100,-2.503062,0.111101,-0.064005
4.100,Drone 0,23.270670,11.027200,28.790840,-2.503937,0.081860,-0.064241
4.120,Drone 0,23.220570,11.028260,28.789570,-2.504798,0.052907,-0.064660
4.140,Drone 0,23.170450,11.028750,28.788290,-2.505644,0.024243,-0.065256
4.160,Drone 0,23.120320,11.028660,28.787000,-2.506472,-0.004128,-0.066026
4.180,Drone 0,23.070170,11.028020,28.785680,-2.507284,-0.032206,-0.066964
4.200,Drone 0,23.020010,11.026820,28.784340,-2.508078,-0.059988,-0.068067
4.220,Drone 0,22.969830,11.025070,28.782970,-2.508855,-0.087472,-0.069330
4.240,Drone 0,22.919640,11.022780,28.781580,-2.509613,-0.114659,-0.070750
4.260,Drone 0,22.869420,11.019950,28.780150,-2.510353,-0.141545,-0.072321
4.280,Drone 0,22.819200,11.016590,28.778690,-2.511074,-0.168131,-0.074041
4.300,Drone 0,22.768960,11.012700,28.777190,-2.511776,-0.194414,-0.075905
4.320,Drone 0,22.718700,11.008290,28.775650,-2.512459,-0.220395,-0.077910
4.340,Drone 0,22.668440,11.003370,28.774070,-2.513123,-0.246071,-0.080052
4.360,Drone 0,22.618160,10.997940,28.772440,-2.513768,-0.271442,-0.082328
4.380,Drone 0,22.567870,10.992010,28.770770,-2.514393,-0.296507,-0.084734
4.400,Drone 0,22.517560,10.985580,28.769040,-2.515000,-0.321265,-0.087267
4.420,Drone 0,22.467250,10.978670,28.767260,-2.515587,-0.345716,-0.089924
4.440,Drone 0,22.416920,10.971270,28.765420,-2.516155,-0.369857,-0.092702
4.460,Drone 0,22.366580,10.963400,28.763530,-2.516703,-0.393689,-0.095597
4.480,Drone 0,22.316230,10.955060,28.761570,-2.517233,-0.417211,-0.098608
4.500,Drone 0,22.265870,10.946250,28.759550,-2.517744,-0.440422,-0.101731
4.520,Drone 0,22.215510,10.936980,28.757470,-2.518236,-0.463320,-0.104964
4.540,Drone 0,22.165130,10.927260,28.755310,-2.518710,-0.485906,-0.108304
4.560,Drone 0,22.114740,10.917100,28.753090,-2.519165,-0.508178,-0.111748
4.580,Drone 0,22.064340,10.906500,28.750800,-2.519601,-0.530136,-0.115295
4.600,Drone 0,22.013940,10.895460,28.748440,-2.520019,-0.551778,-0.118941
4.620,Drone 0,21.963520,10.884000,28.746000,-2.520418,-0.573104,-0.122686
4.640,Drone 0,21.913100,10.872120,28.743480,-2.520800,-0.594114,-0.126525
4.660,Drone 0,21.862680,10.859820,28.740890,-2.521163,-0.614806,-0.130456
4.680,Drone 0,21.812240,10.847120,28.738210,-2.521509,-0.635180,-0.134476
4.700,Drone 0,21.761800,10.834010,28.735460,-2.521837,-0.655235,-0.138583
4.720,Drone 0,21.711360,10.820510,28.732610,-2.522148,-0.674971,-0.142772
4.740,Drone 0,21.660900,10.806620,28.729680,-2.522442,-0.694387,-0.147040
4.760,Drone 0,21.610440,10.792350,28.726670,-2.522719,-0.713482,-0.151383
4.780,Drone 0,21.559980,10.777710,28.723560,-2.522979,-0.732256,-0.155799
4.800,Drone 0,21.509510,10.762690,28.720360,-2.523222,-0.750709,-0.160283
4.820,Drone 0,21.459040,10.747320,28.717080,-2.523449,-0.768840,-0.164832
4.840,Drone 0,21.408560,10.731580,28.713700,-2.523660,-0.786649,-0.169442
4.860,Drone 0,21.358080,10.715500,28.710220,-2.523855,-0.804134,-0.174111
4.880,Drone 0,21.307590,10.699080,28.706660,-2.524033,-0.821297,-0.178836
4.900,Drone 0,21.257110,10.682310,28.703000,-2.524196,-0.838136,-0.183614
4.920,Drone 0,21.206620,10.665220,28.699240,-2.524343,-0.854651,-0.188442
4.940,Drone 0,21.156120,10.647800,28.695380,-2.524475,-0.870842,-0.193319
4.960,Drone 0,21.105630,10.630070,28.691420,-2.524591,-0.886709,-0.198242
4.980,Drone 0,21.055130,10.612020,28.687360,-2.524692,-0.902252,-0.203209
5.000,Drone 0,21.004630,10.593670,28.683210,-2.524777,-0.917470,-0.208220
5.020,Drone 0,20.954130,10.575030,28.678950,-2.524847,-0.932364,-0.213272
5.040,Drone 0,20.903630,10.556090,28.674590,-2.524902,-0.946934,-0.218364
5.060,Drone 0,20.853120,10.536860,28.670120,-2.524940,-0.961179,-0.223495
5.080,Drone 0,20.802620,10.517360,28.665560,-2.524964,-0.975100,-0.228664
5.100,Drone 0,20.752110,10.497590,28.660890,-2.524972,-0.988696,-0.233871
5.120,Drone 0,20.701610,10.477550,28.656110,-2.524965,-1.001969,-0.239114
5.140,Drone 0,20.651110,10.457250,28.651230,-2.524941,-1.014918,-0.244392
5.160,Drone 0,20.600600,10.436700,28.646250,-2.524902,-1.027544,-0.249706
5.180,Drone 0,20.550100,10.415900,28.641160,-2.524847,-1.039847,-0.255053
5.200,Drone 0,20.499600,10.394870,28.635950,-2.524777,-1.051827,-0.260435
5.220,Drone 0,20.449110,10.373600,28.630640,-2.524690,-1.063486,-0.265849
5.240,Drone 0,20.398610,10.352100,28.625230,-2.524587,-1.074823,-0.271297
5.260,Drone 0,20.348120,10.330390,28.619700,-2.524468,-1.085839,-0.276776
5.280,Drone 0,20.297620,10.308450,28.614060,-2.524332,-1.096536,-0.282286
5.300,Drone 0,20.247130,10.286320,28.608300,-2.524180,-1.106912,-0.287828
5.320,Drone 0,20.196650,10.263980,28.602440,-2.524012,-1.116970,-0.293400
5.340,Drone 0,20.146170,10.241440,28.596470,-2.523827,-1.126710,-0.299002
5.360,Drone 0,20.095690,10.218720,28.590380,-2.523625,-1.136133,-0.304633
5.380,Drone 0,20.045220,10.195810,28.584180,-2.523406,-1.145239,-0.310292
5.400,Drone 0,19.994750,10.172730,28.577870,-2.523169,-1.154031,-0.315980
5.420,Drone 0,19.944290,10.149480,28.571440,-2.522916,-1.162508,-0.321695
5.440,Drone 0,19.893830,10.126070,28.564900,-2.522645,-1.170672,-0.327437
5.460,Drone 0,19.843370,10.102500,28.558240,-2.522357,-1.178524,-0.333206
5.480,Drone 0,19.792930,10.078780,28.551470,-2.522052,-1.186065,-0.338999
5.500,Drone 0,19.742490,10.054910,28.544570,-2.521729,-1.193296,-0.344818
5.520,Drone 0,19.692060,10.030910,28.537570,-2.521387,-1.200219,-0.350662
5.540,Drone 0,19.641630,10.006770,28.530440,-2.521028,-1.206834,-0.356528
5.560,Drone 0,19.591210,9.982506,28.523200,-2.520651,-1.213144,-0.362418
5.580,Drone 0,19.540800,9.958123,28.515830,-2.520255,-1.219149,-0.368330
5.600,Drone 0,19.490400,9.933626,28.508360,-2.519842,-1.224851,-0.374263
5.620,Drone 0,19.440000,9.909021,28.500760,-2.519410,-1.230251,-0.380218
5.640,Drone 0,19.389620,9.884315,28.493040,-2.518960,-1.235352,-0.386192
5.660,Drone 0,19.339250,9.859511,28.485200,-2.518491,-1.240154,-0.392186
5.680,Drone 0,19.288880,9.834619,28.477240,-2.518003,-1.244658,-0.398198
5.700,Drone 0,19.238530,9.809641,28.469160,-2.517497,-1.248868,-0.404229
5.720,Drone 0,19.188180,9.784585,28.460950,-2.516971,-1.252784,-0.410276
5.740,Drone 0,19.137850,9.759457,28.452630,-2.516427,-1.256409,-0.416340
5.760,Drone 0,19.087520,9.734262,28.444190,-2.515864,-1.259743,-0.422420
5.780,Drone 0,19.037210,9.709004,28.435620,-2.515282,-1.262789,-0.428515
5.800,Drone 0,18.986910,9.683694,28.426930,-2.514680,-1.265549,-0.434624
5.820,Drone 0,18.936630,9.658334,28.418120,-2.514060,-1.268024,-0.440746
5.840,Drone 0,18.886350,9.632930,28.409190,-2.513420,-1.270216,-0.446882
5.860,Drone 0,18.836090,9.607488,28.400130,-2.512760,-1.272128,-0.453029
5.880,Drone 0,18.785850,9.582011,28.390950,-2.512081,-1.273761,-0.459188
5.900,Drone 0,18.735610,9.556509,28.381650,-2.511383,-1.275117,-0.465357
5.920,Drone 0,18.685400,9.530985,28.372220,-2.510665,-1.276199,-0.471536
5.940,Drone 0,18.635200,9.505444,28.362670,-2.509928,-1.277008,-0.477725
5.960,Drone 0,18.585010,9.479893,28.353000,-2.509170,-1.277547,-0.483921
5.980,Drone 0,18.534840,9.454335,28.343200,-2.508393,-1.277818,-0.490126
6.000,Drone 0,18.484680,9.428778,28.333270,-2.507596,-1.277822,-0.496337
6.020,Drone 0,18.434540,9.403226,28.323230,-2.506779,-1.277563,-0.502555
6.040,Drone 0,18.384410,9.377685,28.313060,-2.505943,-1.277042,-0.508778
6.060,Drone 0,18.334300,9.352160,28.302760,-2.505086,-1.276262,-0.515006
6.080,Drone 0,18.284220,9.326655,28.292340,-2.504209,-1.275224,-0.521239
6.100,Drone 0,18.234140,9.301177,28.281790,-2.503313,-1.273932,-0.527475
6.120,Drone 0,18.184090,9.275729,28.271120,-2.502396,-1.272388,-0.533714
6.140,Drone 0,18.134060,9.250317,28.260330,-2.501460,-1.270594,-0.539955
6.160,Drone 0,18.084040,9.224946,28.249400,-2.500503,-1.268552,-0.546197
6.180,Drone 0,18.034050,9.199621,28.238360,-2.499527,-1.266265,-0.552440
6.200,Drone 0,17.984070,9.174346,28.227190,-2.498530,-1.263735,-0.558684
6.220,Drone 0,17.934120,9.149127,28.215890,-2.497514,-1.260965,-0.564927
6.240,Drone 0,17.884180,9.123968,28.204470,-2.496477,-1.257958,-0.571169
6.260,Drone 0,17.834270,9.098873,28.192920,-2.495420,-1.254715,-0.577409
6.280,Drone 0,17.784380,9.073848,28.181250,-2.494343,-1.251240,-0.583648
6.300,Drone 0,17.734510,9.048897,28.169460,-2.493246,-1.247535,-0.589883
6.320,Drone 0,17.684660,9.024024,28.157540,-2.492129,-1.243603,-0.596114
6.340,Drone 0,17.634830,8.999235,28.145500,-2.490992,-1.239446,-0.602342
6.360,Drone 0,17.585030,8.974533,28.133330,-2.489835,-1.235067,-0.608565
6.380,Drone 0,17.535250,8.949924,28.121030,-2.488658,-1.230468,-0.614782
6.400,Drone 0,17.485500,8.925409,28.108620,-2.487461,-1.225653,-0.620994
6.420,Drone 0,17.435770,8.900997,28.096070,-2.486244,-1.220623,-0.627199
6.440,Drone 0,17.386060,8.876690,28.083410,-2.485008,-1.215382,-0.633397
6.460,Drone 0,17.336380,8.852490,28.070620,-2.483751,-1.209933,-0.639588
6.480,Drone 0,17.286730,8.828404,28.057700,-2.482475,-1.204278,-0.645771
6.500,Drone 0,17.237100,8.804436,28.044670,-2.481179,-1.198419,-0.651945
6.520,Drone 0,17.187500,8.780588,28.031510,-2.479864,-1.192360,-0.658110
6.540,Drone 0,17.137920,8.756866,28.018220,-2.478529,-1.186104,-0.664266
6.560,Drone 0,17.088380,8.733274,28.004820,-2.477175,-1.179653,-0.670411
6.580,Drone 0,17.038850,8.709813,27.991290,-2.475801,-1.173010,-0.676546
