timestamp,drone_id,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
74.742,3,-11.459840,10.899260,22.515170,0.001456,-0.992686,-0.015410,-0.119727
75.743,0,19.518350,23.899050,8.842793,-0.020929,-0.718830,-0.002649,0.694866
75.743,1,16.268420,11.087130,19.459070,-0.009031,-0.928943,-0.012697,0.369895
75.743,2,-11.413750,24.783040,20.724470,0.001137,-0.998378,-0.017554,-0.054143
75.743,3,-9.811754,10.982090,24.416910,-0.008831,-0.999545,-0.013450,-0.025506
76.746,0,21.742760,22.738850,5.692322,-0.017367,-0.715594,0.003541,0.698292
76.746,1,19.021020,11.207490,19.322480,-0.013332,-0.888656,-0.010553,0.458258
76.746,2,-11.935450,23.984020,22.132780,0.001772,-0.996774,-0.017505,-0.078302
76.746,3,-7.793930,11.124420,26.549370,-0.017707,-0.999782,0.007823,-0.007877
77.748,0,23.726250,21.620060,2.253746,0.005184,-0.703161,0.019571,0.710742
77.748,1,22.453180,11.217340,19.496960,-0.010721,-0.859255,-0.005932,0.511401
77.748,2,-12.527580,22.554630,24.511690,-0.009115,-0.996734,-0.018359,-0.078109
77.748,3,-4.816793,11.342290,27.542120,-0.013252,-0.999837,0.011058,-0.005311
78.751,0,23.863170,20.961630,-1.184615,0.007128,-0.703091,0.017807,0.710841
78.751,1,25.437610,11.662880,19.271680,0.005504,-0.837497,0.017339,0.546139
78.751,2,-12.376470,21.027830,27.789010,-0.016789,-0.997124,-0.012916,-0.072767
78.751,3,-1.501397,11.507040,27.342870,-0.005819,-0.999888,0.013166,-0.004154
79.754,0,22.433660,20.597840,-4.383212,0.008078,-0.703081,0.016846,0.710865
79.754,1,26.493160,12.071720,18.150090,0.009148,-0.810051,0.015069,0.586094
79.754,2,-10.931960,20.272650,31.355830,-0.004044,-0.998254,0.015677,-0.056800
79.754,3,1.391569,11.637850,26.108390,0.006248,-0.999918,0.010597,-0.003620
80.755,0,19.857370,20.522000,-7.288418,0.006668,-0.703633,0.014587,0.710383
80.755,1,25.948330,12.067930,16.741390,0.011017,-0.792863,0.013718,0.609147
80.755,2,-9.310857,20.782170,33.037620,0.004172,-0.999435,0.017714,-0.028254
80.755,3,2.999384,11.765770,24.356930,0.015019,-0.999885,0.001590,0.001601
81.756,0,17.273400,20.884580,-10.159940,-0.022442,-0.715440,-0.001837,0.698311
81.756,1,24.139660,11.737700,15.378840,0.012790,-0.763239,0.012241,0.645874
81.756,2,-8.399786,21.356160,32.725460,0.005605,-0.999428,0.017755,-0.028221
81.756,3,3.056054,11.788520,23.052410,0.004829,-0.999739,-0.017791,0.013478
82.759,0,16.628860,21.394520,-13.483210,-0.019478,-0.697891,-0.001946,0.715937
82.759,1,21.338550,11.268670,14.256120,0.013926,-0.743882,0.011135,0.668073
82.759,2,-8.150332,21.635400,30.992560,0.005638,-0.999428,0.017756,-0.028221
82.759,3,2.595045,11.717540,23.367410,0.001525,-0.999753,-0.017612,0.013512
83.761,0,16.934270,21.555940,-17.104090,-0.006953,-0.529261,0.016635,0.848268
83.761,1,18.019620,11.033400,13.529780,-0.010655,-0.724045,-0.013081,0.689546
83.761,2,-8.391956,21.573410,28.229950,0.005503,-0.999429,0.017752,-0.028223
83.761,3,2.112909,11.463470,25.068950,0.008031,-0.999828,-0.012178,0.011448
84.762,0,16.440190,21.412180,-21.001210,-0.007208,-0.352912,0.016008,0.935492
84.762,1,16.475680,11.519430,13.173790,-0.012275,-0.723981,-0.012600,0.689596
84.762,2,-8.989653,21.292690,24.719790,0.005506,-0.999552,0.012428,-0.026674
84.762,3,1.181920,11.290410,26.999910,0.007217,-0.999891,0.012868,0.000243
85.767,0,14.704420,21.407790,-24.536960,0.013884,-0.223827,0.015805,0.974402
85.767,1,16.840410,11.792330,12.969510,-0.012248,-0.723981,-0.012625,0.689595
85.767,2,-9.849508,21.365660,21.272270,-0.000789,-0.999600,-0.017837,-0.021947
85.767,3,-0.112782,11.311500,27.424860,0.000201,-0.999869,0.016162,-0.000791
86.769,0,11.827900,21.593360,-26.285750,0.016072,-0.104650,0.011750,0.994310
86.769,1,18.576970,11.759490,12.879810,-0.012222,-0.723981,-0.012650,0.689595
86.769,2,-10.503350,21.825590,20.016520,-0.001336,-0.999604,-0.017623,-0.021919
86.769,3,-1.063850,11.290450,26.398500,-0.005217,-0.999910,0.012299,-0.001485
87.772,0,8.571365,21.639360,-26.342040,0.017241,-0.039195,0.009304,0.999040
87.772,1,21.318530,11.491620,12.877210,-0.006692,-0.724431,-0.011105,0.689225
87.772,2,-10.927080,21.910220,20.547060,0.000618,-0.999604,-0.017580,-0.021953
87.772,3,-1.328654,11.243320,24.644960,-0.008101,-0.999949,0.004125,-0.004336
88.772,0,5.322556,21.464120,-24.991820,0.017315,-0.039140,0.007376,0.999057
88.772,1,23.758060,11.525300,13.135000,0.015315,-0.728836,0.009836,0.684446
88.772,2,-11.338700,21.671850,22.383450,0.002058,-0.998779,-0.017513,-0.046152
88.772,3,-0.882859,11.267910,23.102420,-0.002171,-0.999788,-0.017358,-0.010905
89.773,0,2.252842,21.191080,-22.564210,0.017444,-0.039082,0.004060,0.999076
89.773,1,24.147160,11.668490,13.603150,0.013634,-0.728861,0.011327,0.684433
89.773,2,-11.847830,21.258050,25.187110,-0.002470,-0.998926,-0.009680,-0.045256
89.773,3,-0.312856,11.448890,23.136780,0.000335,-0.999785,-0.017587,-0.010984
90.775,0,-0.585487,21.134670,-19.812030,-0.015801,-0.028398,0.011027,0.999411
90.775,1,22.960740,11.574960,14.040110,0.012391,-0.728883,0.012494,0.684412
90.775,2,-12.017640,21.300360,27.557550,-0.004991,-0.999046,0.017436,-0.039740
90.775,3,0.073675,11.489360,24.647010,0.000600,-0.999787,-0.017447,-0.010992
91.778,0,-3.603636,21.381620,-18.918440,-0.017927,-0.029555,0.011124,0.999341
91.778,1,20.619280,11.313630,14.309170,0.009253,-0.729019,0.011409,0.684336
91.778,2,-11.672140,21.470630,27.903310,-0.003086,-0.999053,0.017481,-0.039713
91.778,3,0.285781,11.446850,26.741280,0.001724,-0.999854,0.011489,-0.012570
92.784,0,-6.442389,21.654570,-19.840730,-0.017216,-0.029975,-0.012771,0.999321
92.784,1,17.965470,11.302300,14.363020,-0.013072,-0.730659,-0.012152,0.682509
92.784,2,-11.087080,21.430890,26.670810,-0.001574,-0.999057,0.017541,-0.039687
92.784,3,0.311164,11.523350,27.473160,0.001815,-0.999783,0.016143,-0.013031
93.785,0,-7.569197,21.892380,-21.977220,-0.017225,-0.029970,-0.012481,0.999324
93.785,1,17.267710,11.639840,14.374100,-0.012529,-0.730660,-0.012366,0.682514
93.785,2,-10.475580,21.220480,24.307590,-0.000092,-0.999084,0.016142,-0.039632
93.785,3,0.197751,11.412400,26.688450,0.001280,-0.999830,0.013191,-0.012791
95.290,0,-6.685267,21.560610,-26.606530,-0.011685,-0.033996,-0.014957,0.999242
95.290,1,19.183030,11.692810,14.460420,-0.012390,-0.730662,-0.012496,0.682512
95.290,2,-9.808198,21.460590,21.084120,-0.000315,-0.999090,-0.017612,-0.038854
95.290,3,-0.060257,11.136080,24.128430,-0.000157,-0.999921,0.001489,-0.012448
96.294,0,-4.728355,21.282590,-29.962400,0.008088,-0.041725,-0.010312,0.999043
96.294,1,21.814890,11.441740,14.560070,-0.001412,-0.729966,0.000838,0.683482
96.294,2,-9.557112,21.687780,21.272180,-0.000156,-0.999090,-0.017609,-0.038857
96.294,3,-0.177484,11.163400,22.903080,-0.000686,-0.999759,-0.017685,-0.013027
97.295,0,-2.465763,21.660720,-31.839530,0.017633,-0.022462,-0.001844,0.999591
97.295,1,23.708680,11.566580,14.514620,0.011336,-0.728855,0.013493,0.684442
97.295,2,-9.414963,21.636660,22.874680,-0.000002,-0.999090,-0.017603,-0.038860
97.295,3,-0.226400,11.323200,23.392630,-0.000582,-0.999760,-0.017599,-0.013025
98.298,0,-0.660112,21.877350,-31.734840,0.017583,-0.022504,0.000516,0.999592
98.298,1,23.657430,11.632110,14.307040,0.011968,-0.728845,0.012891,0.684453
98.298,2,-9.378731,21.357060,25.507720,0.004261,-0.999146,-0.003771,-0.040921
98.298,3,-0.229940,11.349850,25.236060,-0.001138,-0.999879,-0.009162,-0.012524
99.301,0,0.603598,21.766860,-30.206070,0.017549,-0.022530,0.001999,0.999590
99.301,1,22.157210,11.480900,14.052460,0.012389,-0.728838,0.012495,0.684460
99.301,2,-9.635730,21.446970,27.515910,0.002849,-0.999599,0.017671,-0.021931
99.301,3,-0.152294,11.460350,27.104990,-0.000818,-0.999832,0.014526,-0.011178
100.303,0,1.350080,21.429420,-27.564400,0.017526,-0.022548,0.003016,0.999588
100.303,1,19.561080,11.215730,13.811300,0.005651,-0.728644,0.004898,0.684852
100.303,2,-10.048730,21.527800,27.522150,0.001497,-0.999603,0.017627,-0.021947
100.303,3,-0.013302,11.551440,27.365540,0.000024,-0.999815,0.015726,-0.011119
101.305,0,1.597475,21.040970,-24.176150,0.017504,-0.022565,0.004009,0.999584
101.305,1,17.587580,11.432560,13.650100,-0.012895,-0.728500,-0.012029,0.684819
101.305,2,-10.438470,21.395570,26.040380,0.000042,-0.999604,0.017595,-0.021973
101.305,3,0.099490,11.424000,26.271280,0.000598,-0.999871,0.011651,-0.011008
102.307,0,1.360839,20.829580,-20.280980,-0.008193,-0.034419,0.014797,0.999264
102.307,1,17.597960,11.687880,13.533160,-0.012787,-0.728502,-0.012121,0.684818
102.307,2,-10.694500,21.137030,23.487920,-0.001218,-0.999695,0.010613,-0.022258
102.307,3,0.142951,11.223500,24.527550,0.000939,-0.999935,0.003841,-0.010662
103.309,0,-0.015773,21.462430,-17.928740,-0.018337,-0.042709,0.016965,0.998775
103.309,1,19.076960,11.694810,13.452720,-0.012660,-0.728504,-0.012240,0.684815
103.309,2,-10.818550,21.331520,21.334510,0.000507,-0.999572,-0.017598,-0.023380
103.309,3,0.105149,11.152360,23.046210,-0.000016,-0.999795,-0.017592,-0.010055
104.311,0,-2.344435,21.835410,-17.764880,-0.017684,-0.042819,0.001684,0.998925
104.311,1,21.623460,11.469450,13.421030,-0.001566,-0.729276,-0.004838,0.684201
104.311,2,-10.983610,21.607760,21.189460,0.001195,-0.999571,-0.017567,-0.023393
104.311,3,0.055877,11.287500,23.180750,-0.000319,-0.999795,-0.017594,-0.010048
105.314,0,-4.280434,22.063550,-19.150640,-0.017381,-0.042942,-0.005248,0.998913
105.314,1,23.604650,11.566560,13.559390,0.014133,-0.731277,0.010900,0.681847
105.314,2,-11.238250,21.623860,22.545250,0.001459,-0.999571,-0.017560,-0.023397
105.314,3,0.029659,11.342380,24.774570,0.000078,-0.999813,-0.016502,-0.010049
106.318,0,-5.157187,21.923830,-21.580260,-0.017186,-0.043020,-0.009776,0.998879
106.318,1,23.615320,11.639910,13.799430,0.013241,-0.731292,0.011704,0.681836
106.318,2,-11.577330,21.407300,25.003580,-0.001661,-0.999656,-0.012427,-0.023023
106.318,3,-0.000356,11.392200,26.824760,0.000176,-0.999867,0.012662,-0.010313
107.320,0,-4.957492,21.514810,-24.757840,-0.017072,-0.043065,-0.012419,0.998849
107.320,1,22.151640,11.491910,14.015840,0.012475,-0.731305,0.012418,0.681823
107.320,2,-11.709360,21.435280,27.241340,-0.003423,-0.998934,0.017515,-0.042580
107.320,3,-0.027344,11.531310,27.419270,0.000041,-0.999817,0.016081,-0.010364
108.324,0,-3.780641,21.399880,-27.950940,0.018047,-0.037143,-0.007610,0.999118
108.324,1,19.585100,11.227410,14.129380,0.004741,-0.731472,0.005894,0.681830
108.324,2,-11.460260,21.547400,27.508310,-0.002593,-0.998937,0.017495,-0.042576
108.324,3,-0.037369,11.450610,26.534000,-0.000062,-0.999866,0.012662,-0.010345
109.328,0,-2.290361,21.680970,-28.933960,0.017753,-0.037140,-0.004066,0.999144
109.328,1,17.635890,11.433200,14.142800,-0.013116,-0.732252,-0.011831,0.680805
109.328,2,-11.001940,21.432080,26.239950,-0.001464,-0.998939,0.017543,-0.042556
109.328,3,-0.028681,11.261500,24.864040,-0.000134,-0.999931,0.005629,-0.010351
110.331,0,-0.901026,21.704310,-28.167590,0.017650,-0.037189,-0.001290,0.999152
110.331,1,17.666030,11.679220,14.132020,-0.012901,-0.732256,-0.012023,0.680802
110.331,2,-10.481320,21.168580,23.848180,-0.000177,-0.999001,0.013823,-0.042500
110.331,3,-0.006977,11.145650,23.233010,-0.000207,-0.999825,-0.015459,-0.010575
111.334,0,0.180362,21.504640,-26.129650,0.017576,-0.037224,0.000685,0.999152
111.334,1,19.161660,11.682450,14.124280,-0.012817,-0.732257,-0.012101,0.680800
