capture_time,drone_id,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
20251229_145946,Drone 3,11.156170,13.502550,-28.323060,0.001666,-0.532232,0.007638,0.846563
20251229_145946,Drone 0,-37.123270,14.187170,-26.003440,-0.006631,0.352792,0.000840,0.935678
20251229_145946,Drone 1,-28.678130,13.520940,16.521830,-0.003215,0.984989,-0.006874,0.172450
20251229_145946,Drone 2,-23.180040,14.113220,-37.437980,-0.004462,0.331564,0.004529,0.943411
20251229_145946,Drone 3,11.156170,13.502550,-28.323060,0.001666,-0.532232,0.007638,0.846563
20251229_145946,Drone 0,-37.123270,14.187170,-26.003440,-0.006631,0.352792,0.000840,0.935678
20251229_145946,Drone 1,-28.678130,13.520940,16.521830,-0.003215,0.984989,-0.006874,0.172450
20251229_145946,Drone 2,-23.180040,14.113220,-37.437980,-0.004462,0.331564,0.004529,0.943411
20251229_145946,Drone 3,11.156170,13.502550,-28.323060,0.001666,-0.532232,0.007638,0.846563
20251229_145946,Drone 0,-37.123270,14.187170,-26.003440,-0.006631,0.352792,0.000840,0.935678
20251229_145946,Drone 1,-28.678130,13.520940,16.521830,-0.003215,0.984989,-0.006874,0.172450
20251229_145946,Drone 2,-23.180040,14.113220,-37.437980,-0.004462,0.331564,0.004529,0.943411
20251229_145946,Drone 3,11.156170,13.502550,-28.323060,0.001666,-0.532232,0.007638,0.846563
20251229_145947,Drone 0,-37.835740,14.260710,-28.084880,-0.006586,0.319078,0.001548,0.947704
20251229_145947,Drone 1,-29.634440,13.528550,14.419950,-0.003367,0.985218,-0.006724,0.171142
20251229_145947,Drone 2,-25.221000,14.185990,-38.071430,-0.004835,0.369114,0.004104,0.929362
20251229_145947,Drone 3,8.866281,13.564840,-29.232040,0.001683,-0.532239,0.007685,0.846557
20251229_145949,Drone 0,-39.610020,14.402750,-32.089920,-0.006432,0.268941,0.002467,0.963132
20251229_145949,Drone 1,-31.379790,13.614650,10.038870,-0.003482,0.986391,-0.006741,0.164244
20251229_145949,Drone 2,-29.139060,14.325270,-39.596660,-0.005308,0.429843,0.003424,0.902881
20251229_145949,Drone 3,4.190952,13.693430,-31.022780,0.001792,-0.533813,0.007794,0.845565
20251229_145949,Drone 0,-39.610020,14.402750,-32.089920,-0.006432,0.268941,0.002467,0.963132
20251229_145949,Drone 1,-31.379790,13.614650,10.038870,-0.003482,0.986391,-0.006741,0.164244
20251229_145949,Drone 2,-29.139060,14.325270,-39.596660,-0.005308,0.429843,0.003424,0.902881
20251229_145949,Drone 3,4.190952,13.693430,-31.022780,0.001792,-0.533813,0.007794,0.845565
20251229_145950,Drone 0,-40.656860,14.472620,-34.022360,-0.006356,0.251873,0.002729,0.967736
20251229_145950,Drone 1,-32.209270,13.683940,7.786797,-0.003483,0.987255,-0.006838,0.158965
20251229_145950,Drone 2,-31.025140,14.394530,-40.472850,-0.005414,0.452789,0.003170,0.891596
20251229_145950,Drone 3,1.809963,13.753640,-31.907170,0.001868,-0.535296,0.007844,0.844626
20251229_145950,Drone 0,-40.656860,14.472620,-34.022360,-0.006356,0.251873,0.002729,0.967736
20251229_145950,Drone 1,-32.209270,13.683940,7.786797,-0.003483,0.987255,-0.006838,0.158965
20251229_145950,Drone 2,-31.025140,14.394530,-40.472850,-0.005414,0.452789,0.003170,0.891596
20251229_145950,Drone 3,1.809963,13.753640,-31.907170,0.001868,-0.535296,0.007844,0.844626
20251229_145950,Drone 0,-40.656860,14.472620,-34.022360,-0.006356,0.251873,0.002729,0.967736
20251229_145950,Drone 1,-32.209270,13.683940,7.786797,-0.003483,0.987255,-0.006838,0.158965
20251229_145950,Drone 2,-31.025140,14.394530,-40.472850,-0.005414,0.452789,0.003170,0.891596
20251229_145950,Drone 3,1.809963,13.753640,-31.907170,0.001868,-0.535296,0.007844,0.844626
20251229_145951,Drone 0,-41.791200,14.542330,-35.915880,-0.006303,0.239384,0.002886,0.970900
20251229_145951,Drone 1,-33.022950,13.756980,5.499992,-0.003460,0.988254,-0.006964,0.152622
20251229_145951,Drone 2,-32.868340,14.464480,-41.408520,-0.005445,0.471219,0.002980,0.881994
20251229_145951,Drone 3,-0.598525,13.810350,-32.784310,0.001949,-0.537219,0.007887,0.843404
20251229_145952,Drone 0,-42.996010,14.611860,-37.777770,-0.006284,0.230717,0.002947,0.972996
20251229_145952,Drone 1,-33.825280,13.825230,3.179046,-0.003422,0.989363,-0.007106,0.145256
20251229_145952,Drone 2,-34.672730,14.534770,-42.388570,-0.005411,0.485841,0.002857,0.874026
20251229_145952,Drone 3,-3.033665,13.864780,-33.653680,0.002035,-0.539586,0.007921,0.841890
20251229_145953,Drone 0,-44.253270,14.680840,-39.616930,-0.006311,0.225163,0.002910,0.974297
20251229_145953,Drone 1,-34.618810,13.884740,0.823280,-0.003371,0.990556,-0.007256,0.136879
20251229_145953,Drone 2,-36.442660,14.604470,-43.396410,-0.005318,0.497390,0.002807,0.867506
20251229_145953,Drone 3,-5.494357,13.918680,-34.514690,0.002120,-0.542407,0.007947,0.840076
20251229_145954,Drone 0,-45.543930,14.748760,-41.444460,-0.006392,0.222029,0.002762,0.975015
20251229_145954,Drone 1,-35.405280,13.936040,-1.568349,-0.003315,0.991800,-0.007405,0.127543
20251229_145954,Drone 2,-38.183210,14.672450,-44.414020,-0.005171,0.506619,0.002832,0.862150
20251229_145954,Drone 3,-7.979024,13.973460,-35.366860,0.002201,-0.545676,0.007961,0.837955
20251229_145954,Drone 0,-45.543930,14.748760,-41.444460,-0.006392,0.222029,0.002762,0.975015
20251229_145954,Drone 1,-35.405280,13.936040,-1.568349,-0.003315,0.991800,-0.007405,0.127543
20251229_145954,Drone 2,-38.183210,14.672450,-44.414020,-0.005171,0.506619,0.002832,0.862150
20251229_145954,Drone 3,-7.979024,13.973460,-35.366860,0.002201,-0.545676,0.007961,0.837955
20251229_145955,Drone 0,-46.846510,14.815100,-43.274340,-0.006539,0.220562,0.002462,0.975348
20251229_145955,Drone 1,-36.186320,13.982510,-3.996623,-0.003255,0.993071,-0.007548,0.117229
20251229_145955,Drone 2,-39.900420,14.737650,-45.422160,-0.004968,0.514472,0.002938,0.857488
20251229_145955,Drone 3,-10.485370,14.029850,-36.210040,0.002272,-0.549409,0.007962,0.835513
20251229_145956,Drone 0,-48.134040,14.879430,-45.124760,-0.006768,0.219948,0.001904,0.975486
20251229_145956,Drone 1,-36.963850,14.028250,-6.461577,-0.003196,0.994332,-0.007679,0.105998
20251229_145956,Drone 2,-41.601530,14.799310,-46.399710,-0.004704,0.521988,0.003131,0.852934
20251229_145956,Drone 3,-13.010140,14.087890,-37.044670,0.002325,-0.553593,0.007948,0.832746
20251229_145956,Drone 0,-48.134040,14.879430,-45.124760,-0.006768,0.219948,0.001904,0.975486
20251229_145956,Drone 1,-36.963850,14.028250,-6.461577,-0.003196,0.994332,-0.007679,0.105998
20251229_145956,Drone 2,-41.601530,14.799310,-46.399710,-0.004704,0.521988,0.003131,0.852934
20251229_145956,Drone 3,-13.010140,14.087890,-37.044670,0.002325,-0.553593,0.007948,0.832746
20251229_145957,Drone 0,-49.365360,14.941640,-47.020770,-0.007073,0.219189,0.000764,0.975657
20251229_145957,Drone 1,-37.740320,14.076390,-8.962041,-0.003141,0.995544,-0.007788,0.093924
20251229_145957,Drone 2,-43.295120,14.856850,-47.322670,-0.004368,0.530510,0.003428,0.847660
20251229_145957,Drone 3,-15.548870,14.147110,-37.872000,0.002350,-0.558211,0.007916,0.829658
20251229_145958,Drone 0,-50.449820,15.033890,-48.928220,0.002602,0.216724,-0.000019,0.976229
20251229_145958,Drone 1,-38.518780,14.128390,-11.495180,-0.003089,0.996658,-0.007866,0.081245
20251229_145958,Drone 2,-44.991440,14.909650,-48.162780,-0.003949,0.541782,0.003858,0.840501
20251229_145958,Drone 3,-18.095510,14.206920,-38.694400,0.002338,-0.563214,0.007862,0.826270
20251229_145958,Drone 0,-50.449820,15.033890,-48.928220,0.002602,0.216724,-0.000019,0.976229
20251229_145958,Drone 1,-38.518780,14.128390,-11.495180,-0.003089,0.996658,-0.007866,0.081245
20251229_145958,Drone 2,-44.991440,14.909650,-48.162780,-0.003949,0.541782,0.003858,0.840501
20251229_145958,Drone 3,-18.095510,14.206920,-38.694400,0.002338,-0.563214,0.007862,0.826270
20251229_145958,Drone 0,-50.449820,15.033890,-48.928220,0.002602,0.216724,-0.000019,0.976229
20251229_145958,Drone 1,-38.518780,14.128390,-11.495180,-0.003089,0.996658,-0.007866,0.081245
20251229_145958,Drone 2,-44.991440,14.909650,-48.162780,-0.003949,0.541782,0.003858,0.840501
20251229_145958,Drone 3,-18.095510,14.206920,-38.694400,0.002338,-0.563214,0.007862,0.826270
20251229_145959,Drone 0,-51.236400,15.184040,-50.257500,0.002821,0.212180,0.000197,0.977226
20251229_145959,Drone 1,-39.302220,14.183970,-14.056190,-0.003022,0.997589,-0.007919,0.068884
20251229_145959,Drone 2,-46.702920,14.956490,-48.887440,-0.003626,0.555104,0.004249,0.831762
20251229_145959,Drone 3,-20.642160,14.266840,-39.515560,0.002278,-0.568466,0.007778,0.822667
20251229_145959,Drone 0,-51.236400,15.184040,-50.257500,0.002821,0.212180,0.000197,0.977226
20251229_145959,Drone 1,-39.302220,14.183970,-14.056190,-0.003022,0.997589,-0.007919,0.068884
20251229_145959,Drone 2,-46.702920,14.956490,-48.887440,-0.003626,0.555104,0.004249,0.831762
20251229_145959,Drone 3,-20.642160,14.266840,-39.515560,0.002278,-0.568466,0.007778,0.822667
20251229_150001,Drone 0,-52.238820,15.132020,-51.397850,0.003160,0.316970,-0.001013,0.948430
20251229_150001,Drone 1,-40.889690,14.300500,-19.234660,-0.002967,0.998827,-0.007790,0.047695
20251229_150001,Drone 2,-49.688890,15.126510,-49.819820,0.004544,0.562182,-0.002411,0.826998
20251229_150001,Drone 3,-25.674700,14.387200,-41.216180,0.001687,-0.594083,0.007476,0.804367
20251229_150002,Drone 0,-52.314180,15.051210,-51.400250,0.008215,0.340804,-0.006400,0.940077
20251229_150002,Drone 1,-41.700540,14.359960,-21.825840,-0.002964,0.999221,-0.007483,0.038639
20251229_150002,Drone 2,-50.262380,15.171290,-49.877350,0.003272,0.562145,-0.001408,0.827031
20251229_150002,Drone 3,-28.115130,14.449210,-42.124660,0.001890,-0.599122,0.006877,0.800626
20251229_150005,Drone 0,-50.972290,14.864850,-50.548930,-0.003407,0.347680,0.001488,0.937606
20251229_150005,Drone 1,-44.157480,14.548150,-29.288150,-0.002219,0.999410,-0.005182,0.033874
20251229_150005,Drone 2,-50.376620,14.970540,-49.315970,0.000258,0.562043,0.000689,0.827107
20251229_150005,Drone 3,-34.863640,14.643780,-44.678920,0.000878,-0.580322,0.004804,0.814372
20251229_150006,Drone 0,-51.066830,14.835530,-50.726020,-0.003455,0.344455,0.001175,0.938796
20251229_150006,Drone 1,-44.918680,14.605500,-31.482010,-0.002115,0.999447,-0.004384,0.032891
20251229_150006,Drone 2,-50.375320,14.929600,-49.091860,-0.000344,0.562029,0.000877,0.827117
20251229_150006,Drone 3,-36.785310,14.693230,-45.444840,0.000435,-0.572836,0.004656,0.819657
20251229_150007,Drone 0,-51.331250,14.824690,-51.096770,-0.003453,0.341162,0.001039,0.939998
20251229_150007,Drone 1,-45.648480,14.651260,-33.482510,-0.002010,0.999554,-0.003903,0.029527
20251229_150007,Drone 2,-50.451230,14.924740,-48.908260,-0.000666,0.562023,0.000914,0.827121
20251229_150007,Drone 3,-38.552100,14.732870,-46.207180,0.000193,-0.567650,0.004632,0.823257
20251229_150010,Drone 0,-52.044260,14.955050,-52.324970,0.005846,0.366871,-0.003184,0.930248
20251229_150010,Drone 1,-47.642900,14.751950,-38.491800,-0.001022,0.999877,-0.003692,0.015208
20251229_150010,Drone 2,-51.089180,14.996950,-48.629310,-0.001338,0.482370,0.000959,0.875966
20251229_150010,Drone 3,-43.224290,14.859970,-48.535350,0.000788,-0.554944,0.004574,0.831875
20251229_150012,Drone 0,-50.933110,15.127560,-51.653100,-0.005070,0.394041,0.000714,0.919079
20251229_150012,Drone 1,-48.664430,14.847660,-41.314950,-0.000850,0.999980,-0.003393,0.005298
20251229_150012,Drone 2,-51.791730,15.007190,-48.704110,-0.000226,0.315013,0.002341,0.949084
20251229_150012,Drone 3,-46.160050,14.973130,-49.872010,0.002856,-0.484068,0.004112,0.875016
20251229_150014,Drone 0,-50.485890,15.159830,-51.966130,-0.003886,0.157106,-0.001237,0.987573
20251229_150014,Drone 1,-49.454910,14.953540,-43.866660,-0.000322,0.998210,-0.003304,-0.059711
20251229_150014,Drone 2,-52.573840,15.010830,-48.771880,-0.000937,0.464650,-0.007376,0.885463
20251229_150014,Drone 3,-48.963560,15.106000,-50.420260,-0.001166,-0.314527,-0.005754,0.949230
