filename,type,drones,iterations,num_points,mesh_visibility,mesh_overlap,chamfer_distance,mean_distance_to_gt,threshold,adjusted_threshold
NBV_raw_1_drones_iteration_0.ply,NBV,1,0,14476,1.432,66.67001003009027,0.1627328468782091,0.001923070305876737,0.1,0.00226216479671721
NBV_raw_1_drones_iteration_1.ply,NBV,1,1,97049,8.906,67.23263114252434,0.12142859557881597,0.0019167678427058925,0.1,0.00226216479671721
NBV_raw_1_drones_iteration_2.ply,NBV,1,2,186874,10.345,67.14292284343334,0.11451960805125577,0.0019154459581761198,0.1,0.00226216479671721
NBV_raw_1_drones_iteration_3.ply,NBV,1,3,205281,13.897,67.08967747467447,0.04590251126292364,0.0019304581760162605,0.1,0.00226216479671721
NBV_raw_1_drones_iteration_4.ply,NBV,1,4,299456,26.403,66.1182439707149,0.031635952753160765,0.0019650598808067534,0.1,0.00226216479671721
NBV_raw_1_drones_iteration_5.ply,NBV,1,5,446058,37.323,67.92139376831659,0.013760994563836499,0.0019239440342060175,0.1,0.00226216479671721
NBV_raw_2_drones_iteration_0.ply,NBV,2,0,15362,5.196,64.77788746298124,0.12465600676416287,0.0020222410398728014,0.1,0.00226216479671721
NBV_raw_2_drones_iteration_1.ply,NBV,2,1,133726,10.387,66.53999671933948,0.07821717260693473,0.0019536663381069237,0.1,0.00226216479671721
NBV_raw_2_drones_iteration_2.ply,NBV,2,2,255628,16.697,71.06167464287,0.06988758641600366,0.001858510547538347,0.1,0.00226216479671721
NBV_raw_2_drones_iteration_3.ply,NBV,2,3,517140,27.904,70.59683271145349,0.04372146912314871,0.0018505304207703645,0.1,0.00226216479671721
NBV_raw_2_drones_iteration_4.ply,NBV,2,4,712688,30.267,70.02691760586497,0.04341854108592261,0.0018650284133725622,0.1,0.00226216479671721
NBV_raw_2_drones_iteration_5.ply,NBV,2,5,867566,30.136000000000003,69.9292432772609,0.04361794410742042,0.001870955632783036,0.1,0.00226216479671721
NBV_raw_3_drones_iteration_0.ply,NBV,3,0,53835,18.448,66.3082799458378,0.031335516534703824,0.001974420446332046,0.1,0.00226216479671721
NBV_raw_3_drones_iteration_1.ply,NBV,3,1,176687,27.517000000000003,66.07233825776872,0.026281600701250976,0.0019761083338523306,0.1,0.00226216479671721
NBV_raw_3_drones_iteration_2.ply,NBV,3,2,266061,30.669999999999998,65.3407198331025,0.024110705978052906,0.0019867151201802408,0.1,0.00226216479671721
NBV_raw_3_drones_iteration_3.ply,NBV,3,3,425043,34.757,66.45808070055263,0.02209503246743473,0.00196487709260279,0.1,0.00226216479671721
NBV_raw_3_drones_iteration_4.ply,NBV,3,4,564324,36.549,66.01330710298609,0.019945323683647764,0.001970926125357999,0.1,0.00226216479671721
NBV_raw_3_drones_iteration_5.ply,NBV,3,5,1076535,51.32299999999999,67.36996097960188,0.011791788692143444,0.0019276823794455618,0.1,0.00226216479671721
NBV_raw_4_drones_iteration_0.ply,NBV,4,0,450539,50.369,68.88143510064346,0.009570820723111589,0.0018859017168327847,0.1,0.00226216479671721
NBV_raw_4_drones_iteration_1.ply,NBV,4,1,974491,71.676,68.81064368647831,0.004207058507664138,0.0018850278507990621,0.1,0.00226216479671721
NBV_raw_4_drones_iteration_2.ply,NBV,4,2,1513606,85.098,68.25401918427525,0.0024973486322700847,0.0018956692491129338,0.1,0.00226216479671721
NBV_raw_4_drones_iteration_3.ply,NBV,4,3,2151882,88.36,68.69727476602296,0.0023720681964673517,0.001885784332645345,0.1,0.00226216479671721
NBV_raw_4_drones_iteration_4.ply,NBV,4,4,2556253,90.205,68.5190282256886,0.002290945369215484,0.001892616000223736,0.1,0.00226216479671721
NBV_raw_4_drones_iteration_5.ply,NBV,4,5,3078289,90.262,68.56236841421256,0.0022790053092919013,0.0018885987467437025,0.1,0.00226216479671721
NBV_raw_5_drones_iteration_0.ply,NBV,5,0,340973,44.605,69.1335358501793,0.012489321887713938,0.001879249811642827,0.1,0.00226216479671721
