filename,type,drones,iterations,num_points,mesh_visibility,mesh_overlap,chamfer_distance,mean_distance_to_gt,threshold,adjusted_threshold
NBV_raw_6_drones_iteration_1.ply,NBV,6,1,2151484,89.22200000000001,82.2516776018381,0.004709927680363976,0.0019601620899951347,0.1,0.0028581203767768125
NBV_raw_6_drones_iteration_2.ply,NBV,6,2,3289001,90.096,82.44625597155871,0.004559439291870135,0.001953723416582606,0.1,0.0028581203767768125
NBV_raw_6_drones_iteration_3.ply,NBV,6,3,4495569,90.932,82.38823260299884,0.003714076642233044,0.0019547181721315714,0.1,0.0028581203767768125
NBV_raw_6_drones_iteration_4.ply,NBV,6,4,5537203,91.212,82.30254364513236,0.0038046249228145777,0.00195541575494699,0.1,0.0028581203767768125
NBV_raw_6_drones_iteration_5.ply,NBV,6,5,6580216,91.388,82.41624984905589,0.003793965408520729,0.001954119849954133,0.1,0.0028581203767768125
NBV_raw_7_drones_iteration_0.ply,NBV,7,0,1283871,83.60499999999999,82.1230738785093,0.0027170710020439936,0.0019723188204663405,0.1,0.0028581203767768125
NBV_raw_7_drones_iteration_1.ply,NBV,7,1,2382825,93.316,82.29320905874468,0.0017494629881115713,0.0019597469756078164,0.1,0.0028581203767768125
NBV_raw_7_drones_iteration_2.ply,NBV,7,2,3578335,93.404,82.31642767190918,0.0017364894021826153,0.0019568768467795707,0.1,0.0028581203767768125
NBV_raw_7_drones_iteration_3.ply,NBV,7,3,5069663,94.21000000000001,82.38392811031349,0.0017050706988557527,0.00195319846541156,0.1,0.0028581203767768125
NBV_raw_7_drones_iteration_4.ply,NBV,7,4,6954781,98.80799999999999,82.44387465925345,0.0013198047520949102,0.0019473264909344956,0.1,0.0028581203767768125
NBV_raw_7_drones_iteration_5.ply,NBV,7,5,8109272,98.87700000000001,82.36549001373407,0.0013193033193302207,0.0019508473856405797,0.1,0.0028581203767768125
NBV_raw_8_drones_iteration_0.ply,NBV,8,0,1456347,84.918,82.13121301113065,0.0025802332042975536,0.0019736895743097766,0.1,0.0028581203767768125
NBV_raw_8_drones_iteration_1.ply,NBV,8,1,2754008,94.342,82.29695011079129,0.0016252957416983665,0.0019603942417302732,0.1,0.0028581203767768125
NBV_raw_8_drones_iteration_2.ply,NBV,8,2,4502022,98.092,82.22615148712511,0.0013506259912886872,0.0019572455515163983,0.1,0.0028581203767768125
NBV_raw_8_drones_iteration_3.ply,NBV,8,3,5822877,98.158,82.38504650958069,0.001343933768620709,0.0019518763289044635,0.1,0.0028581203767768125
NBV_raw_8_drones_iteration_4.ply,NBV,8,4,7398177,99.297,82.2117462975186,0.0013125934187978928,0.001956399058412,0.1,0.0028581203767768125
NBV_raw_8_drones_iteration_5.ply,NBV,8,5,8645829,99.28200000000001,82.3695417394712,0.0013102579296493415,0.001951195134810528,0.1,0.0028581203767768125
NBV_raw_9_drones_iteration_0.ply,NBV,9,0,1613495,85.69099999999999,82.1230808762125,0.0025093271419974125,0.001971355896121963,0.1,0.0028581203767768125
NBV_raw_9_drones_iteration_1.ply,NBV,9,1,3211831,97.78099999999999,82.3352939706427,0.0014115880640698589,0.00195517553713677,0.1,0.0028581203767768125
NBV_raw_9_drones_iteration_2.ply,NBV,9,2,4768383,99.62299999999999,82.37339471514473,0.0013179575605250116,0.0019521261445182628,0.1,0.0028581203767768125
NBV_raw_9_drones_iteration_3.ply,NBV,9,3,6605241,99.754,82.45734548952383,0.0013034432328869745,0.0019488992851638843,0.1,0.0028581203767768125
NBV_raw_9_drones_iteration_4.ply,NBV,9,4,8552242,99.761,82.5169406393606,0.0012965241371382986,0.0019479272274772574,0.1,0.0028581203767768125
NBV_raw_9_drones_iteration_5.ply,NBV,9,5,10348463,99.765,82.3517458864471,0.001297026769243579,0.0019524698525893,0.1,0.0028581203767768125
