filename,type,drones,iterations,num_points,mesh_visibility,mesh_overlap,chamfer_distance,mean_distance_to_gt,threshold,adjusted_threshold
NBV_raw_3_drones_iteration_5.ply,NBV,3,5,5235022,67.704,74.79274707708322,0.014663241680391674,0.002883959979490335,0.1,0.0037858989403248013
NBV_raw_4_drones_iteration_0.ply,NBV,4,0,1267589,63.709,74.72880032560573,0.01854963259440223,0.0028933459600024997,0.1,0.0037858989403248013
NBV_raw_4_drones_iteration_1.ply,NBV,4,1,2462151,75.591,74.52156164236953,0.01000971376074108,0.0028962428348981743,0.1,0.0037858989403248013
NBV_raw_4_drones_iteration_2.ply,NBV,4,2,3360956,76.493,74.61276818419675,0.009873737041870506,0.0028929839883829324,0.1,0.0037858989403248013
NBV_raw_4_drones_iteration_3.ply,NBV,4,3,4382963,77.178,74.66003335310643,0.009785072326950087,0.002893433633972523,0.1,0.0037858989403248013
NBV_raw_4_drones_iteration_4.ply,NBV,4,4,5311525,89.92599999999999,74.77471463013396,0.002826442160597662,0.002888449056560317,0.1,0.0037858989403248013
NBV_raw_4_drones_iteration_5.ply,NBV,4,5,5730724,90.19500000000001,74.65480096115054,0.002847231922550629,0.002896769015861006,0.1,0.0037858989403248013
NBV_raw_5_drones_iteration_0.ply,NBV,5,0,1566317,56.371,74.44523183877843,0.02103243953384154,0.0029136483901841285,0.1,0.0037858989403248013
NBV_raw_5_drones_iteration_1.ply,NBV,5,1,3598466,80.17999999999999,74.50041070171322,0.004999685812215752,0.0029008813102444804,0.1,0.0037858989403248013
NBV_raw_5_drones_iteration_2.ply,NBV,5,2,5504139,88.70599999999999,74.80975195584935,0.003064388297835758,0.0028872192677699238,0.1,0.0037858989403248013
NBV_raw_5_drones_iteration_3.ply,NBV,5,3,6891697,90.81099999999999,74.73119966296315,0.002750328264003743,0.0028870017894781557,0.1,0.0037858989403248013
NBV_raw_5_drones_iteration_4.ply,NBV,5,4,8067458,94.282,74.69890831046082,0.002299048575180762,0.002890191693961451,0.1,0.0037858989403248013
NBV_raw_5_drones_iteration_5.ply,NBV,5,5,9253219,94.804,74.89008172522789,0.00224507846772489,0.0028808891270663863,0.1,0.0037858989403248013
NBV_raw_6_drones_iteration_0.ply,NBV,6,0,1955298,80.38,74.52936044991066,0.004809621701264903,0.002901493246781638,0.1,0.0037858989403248013
NBV_raw_6_drones_iteration_1.ply,NBV,6,1,3667411,90.152,74.99079189686924,0.0026865466887759965,0.0028773457851596755,0.1,0.0037858989403248013
NBV_raw_6_drones_iteration_2.ply,NBV,6,2,5630127,94.05799999999999,74.77809269027583,0.002349951124019971,0.0028836554763237063,0.1,0.0037858989403248013
NBV_raw_6_drones_iteration_3.ply,NBV,6,3,6800581,94.348,74.75127345320047,0.002323138112124934,0.002885155456579685,0.1,0.0037858989403248013
NBV_raw_6_drones_iteration_4.ply,NBV,6,4,8327719,94.541,74.77141222698414,0.002307160563508582,0.0028865746559252163,0.1,0.0037858989403248013
NBV_raw_6_drones_iteration_5.ply,NBV,6,5,9451312,94.406,74.68744091345584,0.0023190340714170548,0.002888531204569963,0.1,0.0037858989403248013
NBV_raw_7_drones_iteration_0.ply,NBV,7,0,2321059,88.303,74.76660707912092,0.0029754198052500454,0.00289156016563753,0.1,0.0037858989403248013
NBV_raw_7_drones_iteration_1.ply,NBV,7,1,4553388,92.878,74.64158704748782,0.0024888511257615004,0.0028910800228828365,0.1,0.0037858989403248013
NBV_raw_7_drones_iteration_2.ply,NBV,7,2,6865911,93.88300000000001,74.80587660053871,0.002338981533069908,0.0028806309020205315,0.1,0.0037858989403248013
NBV_raw_7_drones_iteration_3.ply,NBV,7,3,8749628,95.043,74.84509624566114,0.0022082524294178736,0.0028793279401156517,0.1,0.0037858989403248013
NBV_raw_7_drones_iteration_4.ply,NBV,7,4,10765465,95.653,74.89527237947192,0.0021576083118498637,0.0028738427335186527,0.1,0.0037858989403248013
NBV_raw_7_drones_iteration_5.ply,NBV,7,5,12698737,95.797,74.89419189238743,0.0021508054161408306,0.002875093508351988,0.1,0.0037858989403248013
NBV_raw_8_drones_iteration_0.ply,NBV,8,0,2943895,88.313,74.59368762188093,0.0031207159948189673,0.0028957018206306226,0.1,0.0037858989403248013
NBV_raw_8_drones_iteration_1.ply,NBV,8,1,5844025,94.498,74.81767240453561,0.002246242147951283,0.0028817213173248243,0.1,0.0037858989403248013
NBV_raw_8_drones_iteration_2.ply,NBV,8,2,7444721,95.084,74.69952659751449,0.0022066888726979495,0.0028866013499814778,0.1,0.0037858989403248013
NBV_raw_8_drones_iteration_3.ply,NBV,8,3,9215726,95.529,74.81403184624932,0.0021763100380572022,0.0028844882009882214,0.1,0.0037858989403248013
NBV_raw_8_drones_iteration_4.ply,NBV,8,4,11472893,95.78999999999999,74.70279479140649,0.0021573267014634635,0.0028859911157329446,0.1,0.0037858989403248013
NBV_raw_8_drones_iteration_5.ply,NBV,8,5,13745935,95.909,74.79526951610332,0.002139179390064669,0.002882729931377421,0.1,0.0037858989403248013
NBV_raw_9_drones_iteration_0.ply,NBV,9,0,3410861,87.445,74.6372318500599,0.0032662388494111173,0.0028929748405217707,0.1,0.0037858989403248013
NBV_raw_9_drones_iteration_1.ply,NBV,9,1,5431302,93.683,74.81214471534115,0.0022816879135756996,0.002880096230552615,0.1,0.0037858989403248013
NBV_raw_9_drones_iteration_2.ply,NBV,9,2,7414137,95.379,74.65765492253252,0.0022002209116504835,0.002885663325163832,0.1,0.0037858989403248013
NBV_raw_9_drones_iteration_3.ply,NBV,9,3,9941245,95.67999999999999,74.83526530457563,0.002172305297132701,0.002879590622406816,0.1,0.0037858989403248013
NBV_raw_9_drones_iteration_4.ply,NBV,9,4,13148863,95.622,74.6226261588803,0.0021742360004010698,0.0028875851504019437,0.1,0.0037858989403248013
NBV_raw_9_drones_iteration_5.ply,NBV,9,5,15047336,95.87599999999999,74.69735176398693,0.0021539881293740075,0.002884986973746174,0.1,0.0037858989403248013
