filename,type,drones,iterations,num_points,mesh_visibility,mesh_overlap,chamfer_distance,mean_distance_to_gt,threshold,adjusted_threshold
NBV_raw_1_drones_iteration_0.ply,NBV,1,0,330558,36.539,74.44229854171914,0.06258215526469421,0.0024664579629619836,0.1,0.0032152315314051233
NBV_raw_1_drones_iteration_1.ply,NBV,1,1,574031,39.96,74.59504751313803,0.05766585989699311,0.0024672396800194314,0.1,0.0032152315314051233
NBV_raw_1_drones_iteration_2.ply,NBV,1,2,751339,42.503,74.533438969793,0.056395388947530475,0.0024728400120700602,0.1,0.0032152315314051233
NBV_raw_1_drones_iteration_3.ply,NBV,1,3,945960,43.132999999999996,74.09636265326105,0.038364394385286674,0.0024888174287158536,0.1,0.0032152315314051233
NBV_raw_1_drones_iteration_4.ply,NBV,1,4,1143080,43.374,74.12715705810298,0.0383304027486416,0.00248801098897381,0.1,0.0032152315314051233
NBV_raw_1_drones_iteration_5.ply,NBV,1,5,1288955,43.541999999999994,74.21988019736082,0.03782665102048798,0.002487071892143836,0.1,0.0032152315314051233
NBV_raw_2_drones_iteration_0.ply,NBV,2,0,664780,39.062999999999995,74.88570257445097,0.05935611652477613,0.002449045079971396,0.1,0.0032152315314051233
NBV_raw_2_drones_iteration_1.ply,NBV,2,1,1162991,47.238,74.22095404383224,0.03432813756089911,0.002471627103308446,0.1,0.0032152315314051233
NBV_raw_2_drones_iteration_2.ply,NBV,2,2,1500483,58.875,74.49490044860893,0.025233246212546388,0.002461990280105042,0.1,0.0032152315314051233
NBV_raw_2_drones_iteration_3.ply,NBV,2,3,2321479,64.822,74.41491167105752,0.015860123797313722,0.002462908292882075,0.1,0.0032152315314051233
NBV_raw_2_drones_iteration_4.ply,NBV,2,4,2822088,67.501,74.56189591078068,0.015219099976429508,0.0024605603804954586,0.1,0.0032152315314051233
NBV_raw_2_drones_iteration_5.ply,NBV,2,5,3270136,67.26299999999999,74.42518851223461,0.015408177821563377,0.0024687127408299925,0.1,0.0032152315314051233
NBV_raw_3_drones_iteration_0.ply,NBV,3,0,1035717,42.997,74.95929094455515,0.030695605737028956,0.002447690621466673,0.1,0.0032152315314051233
NBV_raw_3_drones_iteration_1.ply,NBV,3,1,1864376,59.272999999999996,74.87900378714937,0.014255383884258364,0.0024500243734472847,0.1,0.0032152315314051233
NBV_raw_3_drones_iteration_2.ply,NBV,3,2,2781949,70.985,74.98077329705677,0.009593504752654209,0.002440592333557005,0.1,0.0032152315314051233
NBV_raw_3_drones_iteration_3.ply,NBV,3,3,3484419,76.441,74.77418117475284,0.00698269559568,0.0024512546654977016,0.1,0.0032152315314051233
NBV_raw_3_drones_iteration_4.ply,NBV,3,4,4101415,76.325,74.61828126028239,0.007083524824207232,0.002454345128911064,0.1,0.0032152315314051233
NBV_raw_3_drones_iteration_5.ply,NBV,3,5,5150164,87.568,74.75710888685477,0.002637738021279869,0.002448242093631759,0.1,0.0032152315314051233
NBV_raw_4_drones_iteration_0.ply,NBV,4,0,1359789,55.905,74.53093292818971,0.020981634158689096,0.002461789645383703,0.1,0.0032152315314051233
NBV_raw_4_drones_iteration_1.ply,NBV,4,1,2780588,71.226,74.29618520801353,0.009595602492927525,0.002472970793672108,0.1,0.0032152315314051233
NBV_raw_4_drones_iteration_2.ply,NBV,4,2,4299610,72.071,74.7327355843479,0.009406990075856787,0.002455944270554119,0.1,0.0032152315314051233
NBV_raw_4_drones_iteration_3.ply,NBV,4,3,5133686,74.044,74.88082286019075,0.00895810686740763,0.0024521621039706376,0.1,0.0032152315314051233
NBV_raw_4_drones_iteration_4.ply,NBV,4,4,6234540,75.161,74.6070640144894,0.008331704380146073,0.002460818852342223,0.1,0.0032152315314051233
NBV_raw_4_drones_iteration_5.ply,NBV,4,5,6932826,75.304,74.72101336976019,0.008338512142146143,0.0024576062124804757,0.1,0.0032152315314051233
NBV_raw_5_drones_iteration_0.ply,NBV,5,0,1525892,62.239,74.49407433733035,0.018807568071925716,0.002465475750711326,0.1,0.0032152315314051233
NBV_raw_5_drones_iteration_1.ply,NBV,5,1,3068817,73.67399999999999,74.60911104910527,0.010805224167451756,0.0024591039836849168,0.1,0.0032152315314051233
NBV_raw_5_drones_iteration_2.ply,NBV,5,2,4005640,76.857,74.43616565284402,0.010144156794922022,0.002468054415038069,0.1,0.0032152315314051233
NBV_raw_5_drones_iteration_3.ply,NBV,5,3,5395543,89.082,74.53010573177518,0.0023300738604556726,0.002468688844717616,0.1,0.0032152315314051233
NBV_raw_5_drones_iteration_4.ply,NBV,5,4,6362217,89.43900000000001,74.5028699320395,0.0022991994721312256,0.002469057116930089,0.1,0.0032152315314051233
NBV_raw_5_drones_iteration_5.ply,NBV,5,5,7424161,90.00200000000001,74.43759381934474,0.002267659591674614,0.002471559114080973,0.1,0.0032152315314051233
NBV_raw_6_drones_iteration_0.ply,NBV,6,0,2028149,60.11300000000001,74.76239766632163,0.01937154595643612,0.002456279972003436,0.1,0.0032152315314051233
NBV_raw_6_drones_iteration_1.ply,NBV,6,1,3681368,71.05799999999999,74.69628684242014,0.01571382725736745,0.002454743608843722,0.1,0.0032152315314051233
NBV_raw_6_drones_iteration_2.ply,NBV,6,2,5749968,82.65599999999999,74.63201157233196,0.0045321293687721285,0.002454779569866122,0.1,0.0032152315314051233
NBV_raw_6_drones_iteration_3.ply,NBV,6,3,7285568,92.855,74.56023801760678,0.0020977600091095913,0.002456704968433838,0.1,0.0032152315314051233
NBV_raw_6_drones_iteration_4.ply,NBV,6,4,8669661,93.866,74.56856300740255,0.001994281458278462,0.0024567784435125485,0.1,0.0032152315314051233
NBV_raw_6_drones_iteration_5.ply,NBV,6,5,9816424,93.803,74.60335554076126,0.0019987771153967557,0.0024565376905733055,0.1,0.0032152315314051233
NBV_raw_7_drones_iteration_0.ply,NBV,7,0,2265839,78.115,74.49120195125042,0.004458778509056912,0.0024624811593991383,0.1,0.0032152315314051233
NBV_raw_7_drones_iteration_1.ply,NBV,7,1,4063247,85.298,74.50996843111007,0.003565979913553316,0.0024622906141906612,0.1,0.0032152315314051233
NBV_raw_7_drones_iteration_2.ply,NBV,7,2,5636595,89.79599999999999,74.56112839103481,0.002633351832069466,0.0024562705637191915,0.1,0.0032152315314051233
NBV_raw_7_drones_iteration_3.ply,NBV,7,3,7484379,90.106,74.59156160138143,0.002601548032282107,0.0024560977970311273,0.1,0.0032152315314051233
NBV_raw_7_drones_iteration_4.ply,NBV,7,4,8818073,90.88000000000001,74.71581085432612,0.0025798813904823322,0.00245201738464445,0.1,0.0032152315314051233
NBV_raw_7_drones_iteration_5.ply,NBV,7,5,10013758,90.913,74.56855674327663,0.002581535424031298,0.002458165901649204,0.1,0.0032152315314051233
NBV_raw_8_drones_iteration_0.ply,NBV,8,0,2791516,79.683,74.82363964286628,0.0040601463855533,0.0024457128018550984,0.1,0.0032152315314051233
NBV_raw_8_drones_iteration_1.ply,NBV,8,1,4995107,87.911,74.57483814573264,0.0026953517002857464,0.002456087819375756,0.1,0.0032152315314051233
NBV_raw_8_drones_iteration_2.ply,NBV,8,2,6666023,88.364,74.66953574982583,0.0026143656578193446,0.0024578686773962704,0.1,0.0032152315314051233
NBV_raw_8_drones_iteration_3.ply,NBV,8,3,8458150,92.203,74.76289726131269,0.0023108208691590476,0.002454072154274319,0.1,0.0032152315314051233
NBV_raw_8_drones_iteration_4.ply,NBV,8,4,10041386,92.053,74.69986669279027,0.002321550875455586,0.0024538320187287212,0.1,0.0032152315314051233
