filename,drones,interval,convergence_time,num_points,mesh_visibility,mesh_overlap,chamfer_distance,mean_distance_to_gt,threshold,adjusted_threshold
swarm_raw_1_drones_10_interval_90.24s.ply,1,10,90.24,54569,10.091999999999999,67.0894893133409,0.21147046432204347,0.0019238335231719955,0.1,0.00226216479671721
swarm_raw_1_drones_11_interval_90.24s.ply,1,11,90.24,50694,9.273000000000001,67.10159770585825,0.22059008271451241,0.00192824909252408,0.1,0.00226216479671721
swarm_raw_1_drones_12_interval_90.24s.ply,1,12,90.24,69537,8.411,66.83880433844472,0.22193388474073492,0.001930805033754539,0.1,0.00226216479671721
swarm_raw_1_drones_1_interval_90.24s.ply,1,1,90.24,119638,11.51,66.90352783815415,0.12054952504928423,0.0019339948633642686,0.1,0.00226216479671721
swarm_raw_1_drones_2_interval_90.24s.ply,1,2,90.24,102415,10.92,67.56242127156793,0.14302457860603737,0.0019181433226408142,0.1,0.00226216479671721
swarm_raw_1_drones_3_interval_90.24s.ply,1,3,90.24,91940,10.739,67.01295593242465,0.2112950502063253,0.0019308599183286708,0.1,0.00226216479671721
swarm_raw_1_drones_4_interval_90.24s.ply,1,4,90.24,104573,10.362,67.77059464835607,0.1455653380910463,0.001913952531448987,0.1,0.00226216479671721
swarm_raw_1_drones_5_interval_90.24s.ply,1,5,90.24,77897,10.761999999999999,66.9761528682051,0.21157087534139893,0.0019337345765672845,0.1,0.00226216479671721
swarm_raw_1_drones_6_interval_90.24s.ply,1,6,90.24,70436,10.894,67.60463399398036,0.21158899823143842,0.0019199286051968562,0.1,0.00226216479671721
swarm_raw_1_drones_7_interval_90.24s.ply,1,7,90.24,70670,11.544,67.61813112944539,0.13010152772148262,0.0019176547374937984,0.1,0.00226216479671721
swarm_raw_1_drones_8_interval_90.24s.ply,1,8,90.24,56734,9.166,66.09033168666197,0.2206860618561326,0.0019526367525862954,0.1,0.00226216479671721
swarm_raw_1_drones_9_interval_90.24s.ply,1,9,90.24,59575,10.39,67.36382710868652,0.21082459223255148,0.0019219906756839159,0.1,0.00226216479671721
swarm_raw_2_drones_10_interval_101.95s.ply,2,10,101.95,482191,55.532000000000004,66.72210804432268,0.010919386448824444,0.0019506140560998269,0.1,0.00226216479671721
swarm_raw_2_drones_11_interval_101.95s.ply,2,11,101.95,438845,53.071,66.40180473743577,0.01185501227022518,0.0019621522480347026,0.1,0.00226216479671721
swarm_raw_2_drones_12_interval_101.95s.ply,2,12,101.95,684622,60.411,66.40525720762697,0.008100293524796272,0.001965168164121141,0.1,0.00226216479671721
swarm_raw_2_drones_1_interval_101.95s.ply,2,1,101.95,692118,60.397,66.25238218393712,0.008138160157943213,0.0019683929444666245,0.1,0.00226216479671721
swarm_raw_2_drones_2_interval_101.95s.ply,2,2,101.95,656002,59.718,66.62952247096807,0.008926643586580733,0.0019587489626086457,0.1,0.00226216479671721
swarm_raw_2_drones_3_interval_101.95s.ply,2,3,101.95,583603,58.907,66.58510255487585,0.009399227964532582,0.0019590700197092575,0.1,0.00226216479671721
swarm_raw_2_drones_4_interval_101.95s.ply,2,4,101.95,690876,60.38,66.5147014738403,0.008067140529044899,0.001963121361669262,0.1,0.00226216479671721
swarm_raw_2_drones_5_interval_101.95s.ply,2,5,101.95,571772,57.233999999999995,66.6440469277964,0.009849881087468253,0.0019563793408119952,0.1,0.00226216479671721
swarm_raw_2_drones_6_interval_101.95s.ply,2,6,101.95,588703,57.814,66.74044467244094,0.009739845080754607,0.0019530242603961994,0.1,0.00226216479671721
swarm_raw_2_drones_7_interval_101.95s.ply,2,7,101.95,576855,59.339,66.90901526380114,0.00925953632474582,0.001953677973309676,0.1,0.00226216479671721
swarm_raw_2_drones_8_interval_101.95s.ply,2,8,101.95,496273,57.214,66.60809675319834,0.010739566000527013,0.001953453440673168,0.1,0.00226216479671721
swarm_raw_2_drones_9_interval_101.95s.ply,2,9,101.95,452599,53.964,66.6123127163939,0.011929169217782757,0.001955698700575428,0.1,0.00226216479671721
swarm_raw_3_drones_10_interval_94.96s.ply,3,10,94.96,589755,69.498,67.31965965008665,0.003808564150389457,0.0019305601628333078,0.1,0.00226216479671721
swarm_raw_3_drones_11_interval_94.96s.ply,3,11,94.96,778326,76.664,67.44204870452741,0.0029615305946051737,0.0019323251381429126,0.1,0.00226216479671721
swarm_raw_3_drones_12_interval_94.96s.ply,3,12,94.96,573936,69.234,67.6030912116539,0.0038348962969212644,0.0019217815997709582,0.1,0.00226216479671721
swarm_raw_3_drones_1_interval_94.96s.ply,3,1,94.96,778645,76.699,67.51825192537903,0.0029609500089583865,0.0019296909390504188,0.1,0.00226216479671721
swarm_raw_3_drones_2_interval_94.96s.ply,3,2,94.96,761066,75.574,67.37013754934064,0.0031771897389337423,0.0019318904571014055,0.1,0.00226216479671721
swarm_raw_3_drones_3_interval_94.96s.ply,3,3,94.96,720789,74.33,67.46481980163405,0.0032762881585274785,0.0019298138819171112,0.1,0.00226216479671721
swarm_raw_3_drones_4_interval_94.96s.ply,3,4,94.96,689115,74.123,67.57551352096529,0.0032919699191933903,0.0019256900880699035,0.1,0.00226216479671721
swarm_raw_3_drones_5_interval_94.96s.ply,3,5,94.96,670789,73.263,67.5206361463888,0.003396342126112895,0.0019255789680574298,0.1,0.00226216479671721
swarm_raw_3_drones_6_interval_94.96s.ply,3,6,94.96,778385,76.55499999999999,67.64448932501843,0.002965259221215268,0.0019277174794061392,0.1,0.00226216479671721
swarm_raw_3_drones_7_interval_94.96s.ply,3,7,94.96,633960,71.691,67.40535680484572,0.003688437757170789,0.0019284492117252,0.1,0.00226216479671721
swarm_raw_3_drones_8_interval_94.96s.ply,3,8,94.96,665479,71.359,67.47771154311405,0.0037470928214730927,0.0019276936101868725,0.1,0.00226216479671721
swarm_raw_3_drones_9_interval_94.96s.ply,3,9,94.96,610343,70.66900000000001,67.33295868061074,0.0036847487611731834,0.0019306685327939652,0.1,0.00226216479671721
swarm_raw_4_drones_10_interval_103.56s.ply,4,10,103.56,778241,74.58500000000001,67.7835015117425,0.0031736548642438815,0.0019182527517121858,0.1,0.00226216479671721
swarm_raw_4_drones_11_interval_103.56s.ply,4,11,103.56,649273,73.212,67.45975883796184,0.0034018355638183277,0.0019269920327487646,0.1,0.00226216479671721
swarm_raw_4_drones_12_interval_103.56s.ply,4,12,103.56,715651,75.971,67.63296634812221,0.0031197793249296826,0.0019238451364778533,0.1,0.00226216479671721
swarm_raw_4_drones_1_interval_103.56s.ply,4,1,103.56,972348,81.614,67.53374306318314,0.0024963820806837194,0.0019302213147416258,0.1,0.00226216479671721
swarm_raw_4_drones_2_interval_103.56s.ply,4,2,103.56,956116,80.428,67.62328002041593,0.002562338619942193,0.0019251805295733076,0.1,0.00226216479671721
swarm_raw_4_drones_3_interval_103.56s.ply,4,3,103.56,972228,81.638,67.72341467227851,0.002484862763677293,0.0019270242820486369,0.1,0.00226216479671721
swarm_raw_4_drones_4_interval_103.56s.ply,4,4,103.56,834534,78.818,67.76224815286136,0.0027298643787896674,0.0019212879304291214,0.1,0.00226216479671721
swarm_raw_4_drones_5_interval_103.56s.ply,4,5,103.56,883292,80.816,67.95329290880025,0.0025740782801299917,0.0019183843818430107,0.1,0.00226216479671721
swarm_raw_4_drones_6_interval_103.56s.ply,4,6,103.56,807202,77.716,67.62582352372765,0.002867376874180875,0.0019223334253117915,0.1,0.00226216479671721
swarm_raw_4_drones_7_interval_103.56s.ply,4,7,103.56,970317,81.509,67.59182823757597,0.00250272225742651,0.0019304549197922914,0.1,0.00226216479671721
swarm_raw_4_drones_8_interval_103.56s.ply,4,8,103.56,753342,75.89200000000001,67.7055042729597,0.0030150360730944715,0.00191981220577898,0.1,0.00226216479671721
swarm_raw_4_drones_9_interval_103.56s.ply,4,9,103.56,834932,77.99000000000001,67.75953011742274,0.0028427770554242822,0.0019204224661867678,0.1,0.00226216479671721
swarm_raw_5_drones_10_interval_104.07s.ply,5,10,104.07,753826,79.974,68.39084881657041,0.002540513862411018,0.0019029878128212856,0.1,0.00226216479671721
swarm_raw_5_drones_11_interval_104.07s.ply,5,11,104.07,723815,79.984,67.91694010209791,0.002633155472988722,0.0019127776462686981,0.1,0.00226216479671721
swarm_raw_5_drones_12_interval_104.07s.ply,5,12,104.07,787018,82.974,68.11534170755942,0.0023634602781153497,0.001908265478762767,0.1,0.00226216479671721
swarm_raw_5_drones_1_interval_104.07s.ply,5,1,104.07,948611,85.32499999999999,67.91994298209545,0.0021813522269767465,0.0019169318633936927,0.1,0.00226216479671721
swarm_raw_5_drones_2_interval_104.07s.ply,5,2,104.07,923481,84.774,68.02095381669633,0.0022183529233721017,0.0019142554207875794,0.1,0.00226216479671721
swarm_raw_5_drones_3_interval_104.07s.ply,5,3,104.07,951180,85.196,68.09356727605753,0.002184951988119812,0.0019156846283890085,0.1,0.00226216479671721
swarm_raw_5_drones_4_interval_104.07s.ply,5,4,104.07,852473,83.872,68.14460849168994,0.0023057201713077785,0.0019080215910622408,0.1,0.00226216479671721
swarm_raw_5_drones_5_interval_104.07s.ply,5,5,104.07,870895,84.49,68.13657214704413,0.0022338532060296235,0.0019102477113412356,0.1,0.00226216479671721
swarm_raw_5_drones_6_interval_104.07s.ply,5,6,104.07,832528,83.575,67.93657390502182,0.0022886420801150613,0.0019146684633128002,0.1,0.00226216479671721
swarm_raw_5_drones_7_interval_104.07s.ply,5,7,104.07,942747,85.258,68.0618448003547,0.002180549526084238,0.0019174491242293652,0.1,0.00226216479671721
swarm_raw_5_drones_8_interval_104.07s.ply,5,8,104.07,708566,80.914,67.84889783070024,0.0025095208024039006,0.0019160009410535378,0.1,0.00226216479671721
swarm_raw_5_drones_9_interval_104.07s.ply,5,9,104.07,822927,84.381,68.20677897310455,0.0022628513397563764,0.0019068776271771405,0.1,0.00226216479671721
swarm_raw_6_drones_10_interval_102.58s.ply,6,10,102.58,927458,81.098,67.91099974338461,0.0025660791919084568,0.0019124735958188283,0.1,0.00226216479671721
swarm_raw_6_drones_11_interval_102.58s.ply,6,11,102.58,837431,80.61399999999999,67.8487622185271,0.002499943257612695,0.0019136919125812338,0.1,0.00226216479671721
swarm_raw_6_drones_12_interval_102.58s.ply,6,12,102.58,1019298,85.331,67.81421800203572,0.002175297749509814,0.0019251783855370437,0.1,0.00226216479671721
